Date,FG,SPX,NQ
2022-11-04,56.51428571428572,3770.55,10857.0302734375
2022-11-07,59.65714285714286,3806.8,10977.0
2022-11-08,57.94285714285714,3828.11,11059.5
2022-11-09,54.0,3748.57,10797.5498046875
2022-11-10,60.34285714285714,3956.37,11605.9599609375
2022-11-11,63.74285714285713,3992.93,11817.009765625
2022-11-14,62.68571428571429,3957.25,11700.9404296875
2022-11-15,66.91428571428573,3991.73,11871.150390625
2022-11-16,65.08571428571427,3958.79,11699.08984375
2022-11-17,61.48571428571429,3946.56,11676.8603515625
2022-11-18,60.34285714285715,3965.34,11677.01953125
2022-11-21,60.97142857142857,3949.94,11553.4501953125
2022-11-22,60.8,4003.58,11724.83984375
2022-11-23,64.25714285714285,4027.26,11838.7197265625
2022-11-25,63.08571428571429,4026.12,11756.0302734375
2022-11-28,59.74285714285715,3963.94,11587.75
2022-11-29,58.17142857142857,3957.63,11503.4501953125
2022-11-30,73.97142857142856,4080.11,12030.0595703125
2022-12-01,75.60000000000001,4076.57,12041.8896484375
2022-12-02,68.14285714285714,4071.7,11994.259765625
2022-12-05,65.08571428571429,3998.84,11786.7998046875
2022-12-06,61.82857142857144,3941.26,11549.6904296875
2022-12-07,58.42857142857143,3933.92,11497.3896484375
2022-12-08,55.6857142857143,3963.51,11637.5
2022-12-09,52.08571428571428,3934.38,11563.330078125
2022-12-12,57.2,3990.56,11706.4404296875
2022-12-13,59.17142857142858,4019.65,11834.2099609375
2022-12-14,60.94285714285714,3995.32,11740.919921875
2022-12-15,60.142857142857146,3895.75,11345.2197265625
2022-12-16,44.142857142857146,3852.36,11243.7197265625
2022-12-19,39.971428571428575,3817.66,11084.58984375
2022-12-20,38.31428571428573,3821.62,11072.419921875
2022-12-21,38.542857142857144,3878.44,11235.8798828125
2022-12-22,37.0,3822.39,10956.1396484375
2022-12-23,39.51428571428572,3844.82,10985.4501953125
2022-12-27,39.94285714285714,3829.25,10822.509765625
2022-12-28,35.51428571428572,3783.22,10679.33984375
2022-12-29,37.142857142857146,3849.28,10951.0498046875
2022-12-30,36.51428571428571,3839.5,10939.759765625
2023-01-03,36.6,3824.14,10862.6396484375
2023-01-04,39.857142857142854,3852.97,10914.7998046875
2023-01-05,44.17142857142858,3808.1,10741.2197265625
2023-01-06,45.714285714285715,3895.08,11040.349609375
2023-01-09,47.2,3892.09,11108.4501953125
2023-01-10,49.65714285714286,3919.25,11205.7802734375
2023-01-11,54.228571428571435,3969.61,11402.51953125
2023-01-12,56.68571428571429,3983.17,11459.6103515625
2023-01-13,61.31428571428571,3999.09,11541.48046875
2023-01-17,64.14285714285714,3990.97,11557.1904296875
2023-01-18,58.42857142857143,3928.86,11410.2900390625
2023-01-19,55.42857142857144,3898.85,11295.669921875
2023-01-20,58.542857142857144,3972.61,11619.0302734375
2023-01-23,63.60000000000001,4019.81,11872.5400390625
2023-01-24,63.0,4016.95,11846.6396484375
2023-01-25,63.88571428571429,4016.22,11814.6904296875
2023-01-26,68.02857142857144,4060.43,12051.48046875
2023-01-27,69.2,4070.56,12166.599609375
2023-01-30,67.45714285714287,4017.77,11912.3896484375
2023-01-31,70.34285714285716,4076.6,12101.9296875
2023-02-01,82.17142857142858,4119.21,12363.099609375
2023-02-02,75.2,4179.76,12803.1396484375
2023-02-03,76.14285714285714,4136.48,12573.3603515625
2023-02-06,75.91428571428573,4111.08,12464.509765625
2023-02-07,76.34285714285714,4164.0,12728.26953125
2023-02-08,74.62857142857142,4117.86,12495.3798828125
2023-02-09,72.62857142857143,4081.5,12381.169921875
2023-02-10,72.4857142857143,4090.46,12304.919921875
2023-02-13,71.82857142857144,4137.29,12502.3095703125
2023-02-14,73.25714285714287,4136.13,12590.8896484375
2023-02-15,73.65714285714284,4147.6,12687.8896484375
2023-02-16,70.71428571428572,4090.41,12442.48046875
2023-02-17,69.48571428571428,4079.09,12358.1796875
2023-02-21,65.91428571428573,3997.34,12060.2998046875
2023-02-22,64.17142857142859,3991.05,12066.26953125
2023-02-23,62.65714285714285,4012.32,12180.1396484375
2023-02-24,60.65714285714286,3970.04,11969.650390625
2023-02-27,61.22857142857144,3982.24,12057.7900390625
2023-02-28,61.2,3970.15,12042.1201171875
2023-03-01,65.91428571428573,3951.39,11938.5703125
2023-03-02,52.45714285714287,3981.35,12044.8701171875
2023-03-03,55.6857142857143,4045.64,12290.8095703125
2023-03-06,55.25714285714285,4048.42,12302.48046875
2023-03-07,48.51428571428571,3986.37,12152.169921875
2023-03-08,49.82857142857143,3992.01,12215.330078125
2023-03-09,37.542857142857144,3918.32,11995.8798828125
2023-03-10,26.885714285714283,3861.59,11830.2802734375
2023-03-13,23.357142857142858,3855.76,11923.169921875
2023-03-14,25.085714285714285,3919.29,12199.7900390625
2023-03-15,22.685714285714287,3891.93,12251.3203125
2023-03-16,32.57142857142857,3960.28,12581.3896484375
2023-03-17,27.000000000000004,3916.64,12519.8798828125
2023-03-20,30.42857142857143,3951.57,12562.6103515625
2023-03-21,43.48571428571429,4002.87,12741.4404296875
2023-03-22,41.028571428571425,3936.97,12567.150390625
2023-03-23,38.34285714285715,3948.72,12729.23046875
2023-03-24,37.714285714285715,3970.99,12767.0498046875
2023-03-27,40.2,3977.53,12673.0703125
2023-03-28,39.6,3971.27,12610.5703125
2023-03-29,41.457142857142856,4027.81,12846.0302734375
2023-03-30,45.228571428571435,4050.83,12963.1396484375
2023-03-31,49.48571428571429,4109.31,13181.349609375
2023-04-03,61.48571428571428,4124.51,13148.349609375
2023-04-04,50.228571428571435,4100.6,13100.080078125
2023-04-05,52.62857142857143,4090.38,12967.2001953125
2023-04-06,55.25714285714286,4105.02,13062.599609375
2023-04-10,57.91428571428572,4109.11,13051.23046875
2023-04-11,58.48571428571428,4108.94,12964.150390625
2023-04-12,60.74285714285714,4091.95,12848.349609375
2023-04-13,63.17142857142856,4146.22,13109.3896484375
2023-04-14,65.71428571428571,4137.64,13079.51953125
2023-04-17,67.08571428571429,4151.32,13087.7099609375
2023-04-18,65.4857142857143,4154.87,13091.7900390625
2023-04-19,67.25714285714287,4154.52,13088.7099609375
2023-04-20,64.05714285714285,4129.79,12985.98046875
2023-04-21,63.51428571428572,4133.52,13000.76953125
2023-04-24,63.48571428571429,4137.04,12969.759765625
2023-04-25,57.057142857142864,4071.63,12725.1103515625
2023-04-26,52.4,4055.99,12806.48046875
2023-04-27,58.31428571428573,4135.35,13160.0302734375
2023-04-28,59.42857142857143,4169.48,13245.990234375
2023-05-01,59.42857142857144,4167.87,13231.4697265625
2023-05-02,55.51428571428572,4119.58,13113.66015625
2023-05-03,54.62857142857143,4090.75,13030.2099609375
2023-05-04,49.6,4061.22,12982.48046875
2023-05-05,53.885714285714286,4136.25,13259.1298828125
2023-05-08,57.142857142857146,4138.12,13291.6396484375
2023-05-09,59.57142857142857,4119.17,13201.1103515625
2023-05-10,59.971428571428575,4137.64,13347.830078125
2023-05-11,59.057142857142864,4130.62,13389.7802734375
2023-05-12,57.34285714285715,4124.08,13340.1796875
2023-05-15,57.25714285714286,4136.28,13413.509765625
2023-05-16,55.28571428571429,4109.9,13426.009765625
2023-05-17,60.25714285714286,4158.77,13589.259765625
2023-05-18,64.91428571428573,4198.05,13834.6201171875
2023-05-19,65.45714285714287,4191.98,13803.490234375
2023-05-22,67.85714285714286,4192.63,13849.740234375
2023-05-23,65.8,4145.58,13672.5400390625
2023-05-24,61.82857142857143,4115.24,13604.48046875
2023-05-25,62.6857142857143,4151.28,13938.5302734375
2023-05-26,65.71428571428571,4205.45,14298.41015625
2023-05-30,66.08571428571429,4205.52,14354.990234375
2023-05-31,64.17142857142858,4179.83,14254.08984375
2023-06-01,68.05714285714286,4221.02,14441.509765625
2023-06-02,75.42857142857143,4282.37,14546.6396484375
2023-06-05,69.48571428571428,4273.79,14556.5
2023-06-06,73.51428571428572,4283.85,14558.08984375
2023-06-07,74.45714285714287,4267.52,14303.2900390625
2023-06-08,75.77142857142857,4293.93,14484.5400390625
2023-06-09,76.97142857142856,4298.86,14528.3603515625
2023-06-12,78.05714285714286,4338.93,14784.2998046875
2023-06-13,79.62857142857145,4369.01,14900.849609375
2023-06-14,79.62857142857142,4372.59,15005.6904296875
2023-06-15,80.88571428571429,4425.84,15185.48046875
2023-06-16,81.25714285714287,4409.59,15083.919921875
2023-06-20,80.11428571428571,4388.71,15070.150390625
2023-06-21,80.11428571428573,4365.69,14867.4501953125
2023-06-22,80.05714285714285,4381.89,15042.3203125
2023-06-23,75.71428571428571,4348.33,14891.48046875
2023-06-26,73.45714285714287,4328.82,14689.01953125
2023-06-27,75.48571428571428,4378.41,14945.91015625
2023-06-28,76.51428571428573,4376.86,14964.5703125
2023-06-29,79.20000000000002,4396.44,14939.9501953125
2023-06-30,79.4857142857143,4450.38,15179.2099609375
2023-07-03,82.22857142857143,4455.59,15208.6904296875
2023-07-05,79.25714285714287,4446.82,15203.7802734375
2023-07-06,77.91428571428573,4411.59,15089.4501953125
2023-07-07,77.68571428571428,4398.95,15036.849609375
2023-07-10,76.6857142857143,4409.53,15045.6396484375
2023-07-11,78.28571428571429,4439.26,15119.0595703125
2023-07-12,78.17142857142858,4472.16,15307.23046875
2023-07-13,79.39999999999999,4510.04,15571.98046875
2023-07-14,79.8,4505.42,15565.599609375
2023-07-17,80.02857142857142,4522.79,15713.2802734375
2023-07-18,81.68571428571428,4554.98,15841.349609375
2023-07-19,82.34285714285716,4565.72,15826.349609375
2023-07-20,80.85714285714286,4534.87,15466.08984375
2023-07-21,81.02857142857144,4536.34,15425.669921875
2023-07-24,82.51428571428572,4554.64,15448.01953125
2023-07-25,81.22857142857143,4567.46,15561.419921875
2023-07-26,80.60000000000001,4566.75,15499.259765625
2023-07-27,77.65714285714286,4537.41,15464.9296875
2023-07-28,76.91428571428573,4582.23,15750.9296875
2023-07-31,77.62857142857142,4588.96,15757.0
2023-08-01,77.34285714285716,4576.73,15718.009765625
2023-08-02,77.34285714285714,4513.39,15370.740234375
2023-08-03,73.62857142857145,4501.89,15353.5400390625
2023-08-04,64.5,4478.03,15274.919921875
2023-08-07,72.05714285714285,4518.44,15407.849609375
2023-08-08,69.2,4499.38,15273.0498046875
2023-08-09,67.31428571428572,4467.71,15101.7099609375
2023-08-10,66.34285714285714,4468.83,15128.83984375
2023-08-11,65.02857142857144,4464.05,15028.0703125
2023-08-14,66.28571428571429,4489.72,15205.58984375
2023-08-15,54.5,4437.86,15037.650390625
2023-08-16,49.48571428571428,4404.33,14876.4697265625
2023-08-17,46.142857142857146,4370.36,14715.8095703125
2023-08-18,43.65714285714286,4369.71,14694.83984375
2023-08-21,43.48571428571429,4399.77,14936.6904296875
2023-08-22,43.44285714285714,4387.55,14908.9599609375
2023-08-23,50.17142857142857,4436.01,15148.0595703125
2023-08-24,40.58571428571429,4376.31,14816.4404296875
2023-08-25,47.02857142857143,4405.71,14941.830078125
2023-08-28,45.285714285714285,4433.31,15052.4599609375
2023-08-29,49.17142857142857,4497.63,15376.5498046875
2023-08-30,50.42857142857143,4514.87,15462.4296875
2023-08-31,52.94285714285714,4507.66,15501.0703125
2023-09-01,55.028571428571425,4515.77,15490.8603515625
2023-09-05,59.08571428571428,4496.83,15508.240234375
2023-09-06,56.714285714285715,4465.48,15371.4404296875
2023-09-07,53.62857142857143,4451.14,15258.51953125
2023-09-08,51.91428571428571,4457.49,15280.23046875
2023-09-11,52.2,4487.46,15461.8701171875
2023-09-12,51.40000000000001,4461.9,15289.740234375
2023-09-13,51.40000000000001,4467.44,15348.5302734375
2023-09-14,54.42857142857144,4505.1,15473.8896484375
2023-09-15,52.02857142857143,4450.32,15202.400390625
2023-09-18,49.48571428571429,4453.53,15225.3701171875
2023-09-19,49.94285714285714,4443.95,15191.23046875
2023-09-20,48.285714285714285,4402.2,14969.919921875
2023-09-21,37.15714285714286,4330.0,14694.240234375
2023-09-22,33.15714285714286,4320.06,14701.099609375
2023-09-25,38.42857142857143,4337.44,14768.900390625
2023-09-26,24.22857142857143,4273.53,14545.830078125
2023-09-27,22.82857142857143,4274.51,14580.16015625
2023-09-28,29.0,4299.7,14702.76953125
2023-09-29,28.4,4288.05,14715.240234375
2023-10-02,28.314285714285713,4288.39,14837.5703125
2023-10-03,20.528571428571432,4229.45,14565.6201171875
2023-10-04,20.985714285714288,4263.75,14776.25
2023-10-05,20.32857142857143,4258.19,14723.2197265625
2023-10-06,27.714285714285715,4308.5,14973.240234375
2023-10-09,29.25714285714286,4335.66,15047.150390625
2023-10-10,32.31428571428572,4358.24,15131.51953125
2023-10-11,34.34285714285714,4376.95,15241.1201171875
2023-10-12,35.68571428571429,4349.61,15184.099609375
2023-10-13,26.271428571428572,4327.78,14995.1201171875
2023-10-16,35.74285714285715,4373.63,15172.73046875
2023-10-17,39.142857142857146,4373.2,15122.009765625
2023-10-18,30.571428571428573,4314.6,14909.259765625
2023-10-19,29.542857142857144,4278.0,14783.1298828125
2023-10-20,22.85714285714286,4224.16,14560.8798828125
2023-10-23,25.842857142857145,4217.04,14604.849609375
2023-10-24,33.48571428571429,4247.68,14745.8603515625
2023-10-25,25.214285714285715,4186.77,14381.6396484375
2023-10-26,22.71428571428572,4137.23,14109.5703125
2023-10-27,21.614285714285717,4117.37,14180.419921875
2023-10-30,29.2,4166.82,14335.509765625
2023-10-31,30.142857142857142,4193.8,14409.7802734375
2023-11-01,32.17142857142857,4237.86,14664.91015625
2023-11-02,37.68571428571429,4317.78,14919.5498046875
2023-11-03,36.114285714285714,4358.34,15099.490234375
2023-11-06,38.91428571428572,4365.98,15154.9296875
2023-11-07,39.628571428571426,4378.38,15296.01953125
2023-11-08,39.771428571428565,4382.78,15313.240234375
2023-11-09,41.0,4347.35,15187.900390625
2023-11-10,41.45714285714286,4415.24,15529.1201171875
2023-11-13,39.88571428571429,4411.55,15482.7900390625
2023-11-14,46.6,4495.7,15812.4697265625
2023-11-15,52.542857142857144,4502.88,15817.1796875
2023-11-16,55.057142857142864,4508.24,15833.169921875
2023-11-17,58.85714285714287,4514.02,15837.990234375
2023-11-20,61.28571428571429,4547.38,16027.0595703125
2023-11-21,61.17142857142858,4538.19,15933.6201171875
2023-11-22,65.05714285714286,4556.62,16001.3896484375
2023-11-24,66.85714285714286,4559.34,15982.009765625
2023-11-27,65.31428571428572,4550.43,15961.98046875
2023-11-28,65.08571428571429,4554.89,16010.4296875
2023-11-29,63.28571428571429,4550.58,15987.599609375
2023-11-30,64.37142857142858,4567.8,15947.8701171875
2023-12-01,64.51428571428572,4594.63,15997.580078125
2023-12-04,63.714285714285715,4569.78,15839.669921875
2023-12-05,65.14285714285714,4567.18,15877.7099609375
2023-12-06,63.97142857142857,4549.34,15788.0498046875
2023-12-07,66.14285714285715,4585.59,16022.490234375
2023-12-08,65.94285714285715,4604.37,16084.6904296875
2023-12-11,67.28571428571429,4622.44,16221.73046875
2023-12-12,67.88571428571429,4643.7,16354.25
2023-12-13,67.54285714285714,4707.09,16562.369140625
2023-12-14,70.54285714285716,4719.55,16537.830078125
2023-12-15,69.45714285714287,4719.19,16623.44921875
2023-12-18,70.48571428571428,4740.56,16729.80078125
2023-12-19,82.97142857142858,4768.37,16811.849609375
2023-12-20,75.57142857142857,4698.35,16554.16015625
2023-12-21,77.0,4746.75,16757.41015625
2023-12-22,79.74285714285715,4754.63,16777.400390625
2023-12-26,81.94285714285716,4774.75,16878.4609375
2023-12-27,81.17142857142858,4781.58,16906.80078125
2023-12-28,81.25714285714287,4783.35,16898.470703125
2023-12-29,80.71428571428571,4769.83,16825.9296875
2024-01-02,79.71428571428571,4742.83,16543.939453125
2024-01-03,76.71428571428571,4704.81,16368.490234375
2024-01-04,78.68571428571428,4688.68,16282.009765625
2024-01-05,75.77142857142859,4697.24,16305.98046875
2024-01-08,76.17142857142856,4763.54,16649.869140625
2024-01-09,75.68571428571428,4756.5,16678.69921875
2024-01-10,76.37142857142858,4783.45,16793.05078125
2024-01-11,74.65714285714286,4780.24,16820.900390625
2024-01-12,73.08571428571429,4783.83,16832.919921875
2024-01-16,72.28571428571429,4765.98,16830.7109375
2024-01-17,57.21428571428572,4739.21,16736.279296875
2024-01-18,66.45714285714286,4780.94,16982.2890625
2024-01-19,72.82857142857144,4839.81,17314.0
2024-01-22,72.85714285714286,4850.43,17330.380859375
2024-01-23,70.25714285714287,4864.6,17404.2109375
2024-01-24,72.48571428571428,4868.55,17499.30078125
2024-01-25,73.22857142857143,4894.16,17516.990234375
2024-01-26,73.79999999999998,4890.97,17421.009765625
2024-01-29,74.11428571428573,4927.93,17596.26953125
2024-01-30,74.22857142857143,4924.97,17476.7109375
2024-01-31,64.11428571428573,4845.65,17137.240234375
2024-02-01,72.34285714285714,4906.19,17344.7109375
2024-02-02,74.60000000000001,4958.61,17642.73046875
2024-02-05,73.31428571428572,4942.81,17613.0390625
2024-02-06,73.20000000000002,4954.23,17572.73046875
2024-02-07,73.77142857142857,4995.06,17755.0703125
2024-02-08,74.60000000000001,4997.91,17783.169921875
2024-02-09,75.42857142857143,5026.61,17962.41015625
2024-02-12,75.82857142857144,5021.84,17882.66015625
2024-02-13,66.74285714285715,4953.17,17600.419921875
2024-02-14,67.51428571428572,5000.62,17807.630859375
2024-02-15,73.85714285714286,5029.73,17845.720703125
2024-02-16,73.48571428571428,5005.57,17685.98046875
2024-02-20,63.74285714285715,4975.51,17546.099609375
2024-02-21,63.7,4981.8,17478.91015625
2024-02-22,73.94285714285715,5087.03,18004.69921875
2024-02-23,73.34285714285714,5088.8,17937.609375
2024-02-26,71.91428571428573,5069.53,17933.330078125
2024-02-27,75.77142857142859,5078.18,17971.05078125
2024-02-28,76.77142857142859,5069.76,17874.5
2024-02-29,77.45714285714287,5096.27,18043.849609375
2024-03-01,76.82857142857142,5137.08,18302.91015625
2024-03-04,79.22857142857143,5130.95,18226.48046875
2024-03-05,76.11428571428571,5078.65,17897.869140625
2024-03-06,72.54285714285714,5104.76,18017.5703125
2024-03-07,73.85714285714286,5157.36,18297.990234375
2024-03-08,70.02857142857144,5123.69,18018.44921875
2024-03-11,62.771428571428565,5117.94,17951.689453125
2024-03-12,72.2,5175.27,18219.109375
2024-03-13,71.77142857142857,5165.31,18068.470703125
2024-03-14,70.4,5150.48,18014.810546875
2024-03-15,68.62857142857143,5117.09,17808.25
2024-03-18,70.74285714285715,5149.42,17985.009765625
2024-03-19,70.85714285714286,5178.51,18032.19921875
2024-03-20,69.62857142857145,5224.62,18240.109375
2024-03-21,71.37142857142858,5241.53,18320.380859375
2024-03-22,69.51428571428572,5234.18,18339.439453125
2024-03-25,67.42857142857143,5218.19,18277.060546875
2024-03-26,67.91428571428573,5203.58,18210.5390625
2024-03-27,69.77142857142859,5248.49,18280.83984375
2024-03-28,68.77142857142857,5254.35,18254.689453125
2024-04-01,71.25714285714287,5243.77,18293.19921875
2024-04-02,71.14285714285715,5205.81,18121.779296875
2024-04-03,69.4,5211.49,18160.189453125
2024-04-04,53.8,5147.21,17878.779296875
2024-04-05,58.10000000000001,5204.34,18108.4609375
2024-04-08,64.02857142857144,5202.39,18100.189453125
2024-04-09,59.62857142857144,5209.91,18169.900390625
2024-04-10,49.67142857142858,5160.64,18011.66015625
2024-04-11,56.65714285714286,5199.06,18307.98046875
2024-04-12,45.01428571428572,5123.41,18003.490234375
2024-04-15,38.4,5061.82,17706.830078125
2024-04-16,35.11428571428572,5051.41,17713.66015625
2024-04-17,31.157142857142865,5022.21,17493.619140625
2024-04-18,30.40000000000001,5011.12,17394.310546875
2024-04-19,27.671428571428574,4967.23,17037.650390625
2024-04-22,34.17142857142857,5010.6,17210.890625
2024-04-23,36.57142857142857,5070.55,17471.470703125
2024-04-24,37.48571428571429,5071.63,17526.80078125
2024-04-25,39.08571428571429,5048.42,17430.5
2024-04-26,40.51428571428572,5099.96,17718.30078125
2024-04-29,42.42857142857143,5116.17,17782.720703125
2024-04-30,40.542857142857144,5035.69,17440.689453125
2024-05-01,40.51428571428572,5018.39,17318.55078125
2024-05-02,42.228571428571435,5064.2,17541.5390625
2024-05-03,43.25714285714286,5127.79,17890.80078125
2024-05-06,39.0,5180.74,18093.5703125
2024-05-07,37.17142857142858,5187.7,18091.44921875
2024-05-08,38.17142857142857,5187.67,18085.009765625
2024-05-09,42.228571428571435,5214.08,18113.4609375
2024-05-10,46.028571428571425,5222.68,18161.1796875
2024-05-13,48.114285714285714,5221.42,18198.609375
2024-05-14,55.285714285714285,5246.68,18322.76953125
2024-05-15,59.371428571428574,5308.15,18596.650390625
2024-05-16,62.31428571428573,5297.1,18557.9609375
2024-05-17,62.8,5303.27,18546.23046875
2024-05-20,60.42857142857143,5308.13,18674.189453125
2024-05-21,59.42857142857143,5321.41,18713.80078125
2024-05-22,58.51428571428572,5307.01,18705.19921875
2024-05-23,52.37142857142857,5267.84,18623.390625
2024-05-24,51.74285714285714,5304.72,18808.349609375
2024-05-28,54.68571428571427,5306.04,18869.439453125
2024-05-29,49.971428571428575,5266.95,18736.75
2024-05-30,45.08571428571429,5235.48,18538.66015625
2024-05-31,48.42857142857144,5277.51,18536.650390625
2024-06-03,45.48571428571429,5283.4,18600.970703125
2024-06-04,47.628571428571426,5291.34,18654.83984375
2024-06-05,51.142857142857146,5354.03,19035.05078125
2024-06-06,45.31428571428571,5352.96,19021.189453125
2024-06-07,43.4,5346.99,19000.94921875
2024-06-10,44.74285714285715,5360.79,19074.669921875
2024-06-11,44.4,5375.32,19210.1796875
2024-06-12,46.57142857142857,5421.03,19465.1796875
2024-06-13,44.57142857142858,5433.74,19576.919921875
2024-06-14,41.11428571428572,5431.6,19659.80078125
2024-06-17,43.285714285714285,5473.23,19902.75
2024-06-18,41.28571428571429,5487.03,19908.859375
2024-06-20,38.714285714285715,5473.17,19752.30078125
2024-06-21,39.05714285714286,5464.62,19700.4296875
2024-06-24,37.77142857142858,5447.87,19474.619140625
2024-06-25,37.285714285714285,5469.3,19701.130859375
2024-06-26,40.88571428571429,5477.9,19751.05078125
2024-06-27,45.51428571428571,5482.87,19789.029296875
2024-06-28,44.31428571428571,5460.48,19682.869140625
2024-07-01,47.94285714285714,5475.09,19812.220703125
2024-07-02,49.74285714285714,5509.01,20011.890625
2024-07-03,48.371428571428574,5537.02,20186.630859375
2024-07-05,49.714285714285715,5567.19,20391.970703125
2024-07-08,51.057142857142864,5572.85,20439.5390625
2024-07-09,50.57142857142856,5576.98,20453.01953125
2024-07-10,54.60000000000001,5633.91,20675.380859375
2024-07-11,49.4,5584.54,20211.359375
2024-07-12,54.371428571428574,5615.35,20331.490234375
2024-07-15,57.74285714285715,5631.22,20386.880859375
2024-07-16,57.02857142857143,5667.2,20398.619140625
2024-07-17,46.114285714285714,5588.27,19799.140625
2024-07-18,45.94285714285714,5544.59,19705.08984375
2024-07-19,43.0,5505.0,19522.619140625
2024-07-22,48.42857142857144,5564.41,19822.869140625
2024-07-23,46.857142857142854,5555.74,19754.33984375
2024-07-24,38.614285714285714,5427.13,19032.390625
2024-07-25,39.07142857142857,5399.22,18830.580078125
2024-07-26,42.542857142857144,5459.1,19023.66015625
2024-07-29,42.07142857142857,5463.54,19059.490234375
2024-07-30,40.8,5436.44,18796.26953125
2024-07-31,46.885714285714286,5522.3,19362.4296875
2024-08-01,42.68571428571429,5446.68,18890.390625
2024-08-02,41.385714285714286,5346.56,18440.849609375
2024-08-05,33.05714285714286,5186.33,17895.16015625
2024-08-06,19.014285714285712,5240.03,18077.919921875
2024-08-07,16.557142857142857,5199.5,17867.369140625
2024-08-08,17.65714285714286,5319.31,18413.8203125
2024-08-09,24.085714285714285,5344.16,18513.099609375
2024-08-12,23.8,5344.39,18542.029296875
2024-08-13,25.514285714285712,5434.43,19006.4296875
2024-08-14,26.42857142857143,5455.21,19022.6796875
2024-08-15,32.37142857142857,5543.22,19490.150390625
2024-08-16,33.74285714285715,5554.25,19508.51953125
2024-08-19,39.88571428571429,5608.25,19766.490234375
2024-08-20,44.68571428571429,5597.12,19719.8203125
2024-08-21,50.228571428571435,5620.85,19824.83984375
2024-08-22,46.77142857142858,5570.64,19491.83984375
2024-08-23,51.57142857142857,5634.61,19720.869140625
2024-08-26,52.94285714285714,5616.84,19516.439453125
2024-08-27,52.28571428571429,5625.8,19581.51953125
2024-08-28,51.08571428571429,5592.18,19350.779296875
2024-08-29,56.057142857142864,5591.96,19325.44921875
2024-08-30,60.31428571428573,5648.4,19574.640625
2024-09-03,56.34285714285714,5528.93,18958.740234375
2024-09-04,56.62857142857143,5520.07,18921.400390625
2024-09-05,50.62857142857143,5503.41,18930.330078125
2024-09-06,39.34285714285715,5408.42,18421.310546875
2024-09-09,41.971428571428575,5471.05,18660.779296875
2024-09-10,39.6857142857143,5495.52,18829.140625
2024-09-11,43.08571428571429,5554.13,19237.30078125
2024-09-12,42.97142857142857,5595.76,19423.0703125
2024-09-13,48.62857142857143,5626.02,19514.58984375
2024-09-16,50.31428571428571,5633.09,19423.060546875
2024-09-17,54.62857142857143,5634.58,19432.400390625
2024-09-18,55.17142857142858,5618.26,19344.490234375
2024-09-19,63.80000000000001,5713.64,19839.830078125
2024-09-20,61.2,5702.55,19791.490234375
2024-09-23,63.85714285714287,5718.57,19852.19921875
2024-09-24,66.42857142857143,5732.93,19944.83984375
2024-09-25,65.74285714285715,5722.26,19972.609375
2024-09-26,70.74285714285713,5745.37,20115.5390625
2024-09-27,67.31428571428572,5738.17,20008.619140625
2024-09-30,73.6857142857143,5762.48,20060.689453125
2024-10-01,70.31428571428572,5708.75,19773.30078125
2024-10-02,70.57142857142857,5709.54,19802.58984375
2024-10-03,69.42857142857143,5699.94,19793.33984375
2024-10-04,71.4,5751.07,20035.01953125
2024-10-07,70.82857142857144,5695.94,19800.740234375
2024-10-08,71.17142857142856,5751.13,20107.779296875
2024-10-09,71.14285714285715,5792.04,20268.859375
2024-10-10,70.28571428571429,5780.05,20241.759765625
2024-10-11,71.65714285714286,5815.03,20271.970703125
2024-10-14,74.22857142857143,5859.85,20439.05078125
2024-10-15,71.14285714285715,5815.26,20159.830078125
2024-10-16,69.02857142857142,5842.47,20174.05078125
2024-10-17,68.57142857142857,5841.47,20190.419921875
2024-10-18,72.42857142857143,5864.67,20324.0390625
2024-10-21,69.8,5853.98,20361.470703125
2024-10-22,70.37142857142858,5851.2,20390.4609375
2024-10-23,63.2,5797.42,20066.9609375
2024-10-24,62.94285714285714,5809.86,20232.869140625
2024-10-25,58.74285714285715,5808.12,20352.01953125
2024-10-28,60.85714285714287,5823.52,20351.0703125
2024-10-29,60.057142857142864,5832.92,20550.650390625
2024-10-30,57.2,5813.67,20387.69921875
2024-10-31,40.45714285714286,5705.45,19890.419921875
2024-11-01,50.48571428571429,5728.8,20033.140625
2024-11-04,42.42857142857143,5712.69,19963.599609375
2024-11-05,43.54285714285715,5782.76,20227.4609375
2024-11-06,44.0,5929.04,20781.330078125
2024-11-07,59.05714285714286,5973.1,21101.5703125
2024-11-08,59.42857142857144,5995.54,21117.1796875
2024-11-11,66.6,6001.35,21106.58984375
2024-11-12,66.71428571428571,5983.99,21070.7890625
2024-11-13,66.31428571428572,5985.38,21036.16015625
2024-11-14,60.31428571428573,5949.17,20896.669921875
2024-11-15,51.2,5870.62,20394.130859375
2024-11-18,50.285714285714285,5893.62,20539.189453125
2024-11-19,49.51428571428572,5916.98,20684.58984375
2024-11-20,49.51428571428572,5917.11,20667.099609375
2024-11-21,56.60000000000001,5948.71,20740.779296875
2024-11-22,60.71428571428572,5969.34,20776.23046875
2024-11-25,62.88571428571429,5987.37,20804.890625
2024-11-26,65.91428571428573,6021.63,20922.900390625
2024-11-27,64.4,5998.74,20744.490234375
2024-11-29,65.0,6032.38,20930.369140625
2024-12-02,65.31428571428572,6047.15,21164.599609375
2024-12-03,59.57142857142858,6049.88,21229.3203125
