Date,FG,SPX,NQ
2024-12-04,57.48571428571429,6086.49,21492.359375
2024-12-05,54.91428571428572,6075.11,21425.220703125
2024-12-06,52.142857142857146,6090.27,21622.25
2024-12-09,49.25714285714287,6052.85,21440.8203125
2024-12-10,46.971428571428575,6034.91,21368.1796875
2024-12-11,49.2,6084.19,21763.98046875
2024-12-12,47.114285714285714,6051.25,21615.26953125
2024-12-13,49.114285714285714,6051.09,21780.25
2024-12-16,56.057142857142864,6074.08,22096.66015625
2024-12-17,51.4,6050.61,22001.080078125
2024-12-18,33.12857142857143,5872.16,21209.3203125
2024-12-19,19.514285714285716,5867.08,21110.509765625
2024-12-20,27.600000000000005,5930.85,21289.150390625
2024-12-23,30.142857142857142,5974.07,21503.169921875
2024-12-24,34.51428571428571,6040.04,21797.650390625
2024-12-26,34.17142857142857,6037.59,21768.310546875
2024-12-27,33.82857142857143,5970.84,21473.01953125
2024-12-30,28.6,5906.94,21197.08984375
2024-12-31,26.314285714285713,5881.63,21012.169921875
2025-01-02,24.314285714285717,5868.55,20975.619140625
2025-01-03,28.885714285714283,5942.47,21326.16015625
2025-01-06,33.77142857142857,5975.38,21559.5
2025-01-07,34.31428571428572,5909.03,21173.0390625
2025-01-08,31.91428571428572,5918.25,21180.970703125
2025-01-10,25.62857142857143,5827.04,20847.580078125
2025-01-13,25.34285714285715,5836.22,20784.720703125
2025-01-14,25.142857142857142,5842.91,20757.41015625
2025-01-15,27.428571428571427,5949.91,21237.849609375
2025-01-16,27.342857142857145,5937.34,21091.25
2025-01-17,36.02857142857143,5996.66,21441.16015625
2025-01-21,39.91428571428572,6049.24,21566.509765625
2025-01-22,41.62857142857143,6086.37,21853.0
2025-01-23,43.68571428571429,6118.71,21900.9296875
2025-01-24,45.8,6101.24,21774.009765625
2025-01-27,37.971428571428575,6012.28,21127.279296875
2025-01-28,40.62857142857143,6067.7,21463.0390625
2025-01-29,42.4,6039.31,21411.4609375
2025-01-30,45.91428571428571,6071.17,21508.119140625
2025-01-31,43.771428571428565,6040.53,21478.05078125
2025-02-03,37.4,5994.57,21297.580078125
2025-02-04,37.142857142857146,6037.88,21566.919921875
2025-02-05,38.62857142857143,6061.48,21658.16015625
2025-02-06,39.68571428571429,6083.57,21774.0703125
2025-02-07,38.371428571428574,6025.99,21491.310546875
2025-02-10,44.714285714285715,6066.44,21756.73046875
2025-02-11,45.4,6068.5,21693.51953125
2025-02-12,41.371428571428574,6051.97,21719.259765625
2025-02-13,46.60000000000001,6115.07,22030.7109375
2025-02-14,43.68571428571429,6114.63,22114.689453125
2025-02-18,46.8,6129.58,22164.609375
2025-02-19,47.628571428571426,6144.15,22175.599609375
2025-02-20,44.228571428571435,6117.52,22068.060546875
2025-02-21,36.971428571428575,6013.13,21614.080078125
2025-02-24,29.542857142857144,5983.25,21352.080078125
2025-02-25,24.199999999999996,5955.25,21087.25
2025-02-26,21.25714285714286,5956.06,21132.919921875
2025-02-27,12.757142857142858,5861.57,20550.94921875
2025-02-28,20.657142857142855,5954.5,20884.41015625
2025-03-03,12.342857142857143,5849.72,20425.580078125
2025-03-04,11.042857142857144,5778.15,20352.529296875
2025-03-05,11.514285714285714,5842.63,20628.4609375
2025-03-06,17.2,5738.52,20052.630859375
2025-03-07,17.642857142857146,5770.2,20201.369140625
2025-03-10,17.071428571428573,5614.56,19430.94921875
2025-03-11,15.114285714285716,5572.07,19376.9609375
2025-03-12,15.914285714285716,5599.3,19596.01953125
2025-03-13,15.185714285714289,5521.52,19225.48046875
2025-03-14,22.057142857142857,5638.94,19704.640625
2025-03-17,22.571428571428573,5675.12,19812.240234375
2025-03-18,22.228571428571428,5614.66,19483.359375
2025-03-19,21.6,5675.29,19736.66015625
2025-03-20,21.685714285714287,5662.89,19677.609375
2025-03-21,22.685714285714287,5667.56,19753.970703125
2025-03-24,25.4,5767.57,20180.44921875
2025-03-25,29.285714285714285,5776.65,20287.830078125
2025-03-26,28.88571428571429,5712.2,19916.990234375
2025-03-27,28.342857142857145,5693.31,19798.619140625
2025-03-28,26.371428571428577,5580.94,19281.400390625
2025-03-31,21.114285714285717,5611.85,19278.44921875
2025-04-01,19.571428571428573,5633.07,19436.419921875
2025-04-02,22.6,5670.97,19581.779296875
2025-04-03,12.142857142857142,5396.52,18521.470703125
2025-04-04,5.385714285714286,5074.08,17397.69921875
2025-04-07,4.0,5062.25,17430.6796875
2025-04-08,2.9,4982.77,17090.400390625
2025-04-09,9.5,5456.9,19145.060546875
2025-04-10,5.614285714285715,5268.05,18343.5703125
2025-04-11,8.385714285714286,5363.36,18690.05078125
2025-04-14,12.342857142857143,5405.97,18796.01953125
2025-04-15,13.114285714285716,5396.63,18830.23046875
2025-04-16,11.142857142857142,5275.7,18257.640625
2025-04-17,16.057142857142857,5282.7,18258.08984375
2025-04-21,12.371428571428572,5158.2,17808.30078125
2025-04-22,13.600000000000003,5287.76,18276.41015625
2025-04-23,21.542857142857144,5375.86,18693.259765625
2025-04-24,24.08571428571429,5484.77,19214.400390625
2025-04-25,34.51428571428572,5525.21,19432.560546875
2025-04-28,32.142857142857146,5528.75,19427.2890625
2025-04-29,32.74285714285714,5560.83,19544.94921875
2025-04-30,32.371428571428574,5569.06,19571.01953125
2025-05-01,41.25714285714287,5604.14,19786.7109375
2025-05-02,38.28571428571429,5686.67,20102.609375
2025-05-05,53.057142857142864,5650.38,19967.939453125
2025-05-06,54.65714285714286,5606.91,19791.349609375
2025-05-07,54.142857142857146,5631.28,19867.970703125
2025-05-08,57.65714285714286,5663.94,20063.560546875
2025-05-09,60.02857142857143,5659.91,20061.44921875
2025-05-12,64.4857142857143,5844.19,20868.150390625
2025-05-13,68.2,5886.55,21197.69921875
2025-05-14,70.4,5892.58,21319.2109375
2025-05-15,69.14285714285714,5916.93,21335.8203125
2025-05-16,70.60000000000001,5958.38,21427.939453125
2025-05-19,69.74285714285715,5963.6,21447.05078125
2025-05-20,69.17142857142858,5940.46,21367.369140625
2025-05-21,66.22857142857143,5844.61,21080.359375
2025-05-22,66.8,5842.01,21112.470703125
2025-05-23,64.08571428571429,5802.82,20915.66015625
2025-05-27,65.74285714285715,5921.54,21414.990234375
2025-05-28,64.74285714285715,5888.55,21318.169921875
2025-05-29,64.45714285714287,5912.17,21363.94921875
2025-05-30,61.91428571428571,5911.69,21340.990234375
2025-06-02,62.42857142857144,5935.94,21491.75
2025-06-03,54.57142857142857,5970.37,21662.580078125
2025-06-04,54.88571428571429,5970.81,21721.919921875
2025-06-05,57.97142857142858,5939.3,21547.4296875
2025-06-06,61.77142857142858,6000.36,21761.7890625
2025-06-09,63.42857142857143,6005.88,21797.869140625
2025-06-10,64.0,6038.81,21941.919921875
2025-06-11,64.2,6022.24,21860.80078125
2025-06-12,64.6,6045.26,21913.3203125
2025-06-13,59.54285714285715,5976.97,21631.0390625
2025-06-16,61.114285714285714,6033.11,21937.5703125
2025-06-17,57.42857142857144,5982.72,21719.080078125
2025-06-18,54.285714285714285,5980.87,21719.689453125
2025-06-20,54.51428571428573,5967.84,21626.390625
2025-06-23,56.60000000000001,6025.17,21856.330078125
2025-06-24,57.885714285714286,6092.18,22190.51953125
2025-06-25,59.25714285714286,6092.16,22237.740234375
2025-06-26,63.00000000000001,6141.02,22447.2890625
2025-06-27,64.8,6173.07,22534.19921875
2025-06-30,69.22857142857143,6204.95,22679.009765625
2025-07-01,67.54285714285714,6198.01,22478.130859375
2025-07-02,63.714285714285715,6227.42,22641.890625
2025-07-03,77.62857142857145,6279.35,22866.970703125
2025-07-07,75.08571428571429,6229.98,22685.5703125
2025-07-08,74.62857142857142,6225.52,22702.25
2025-07-09,75.91428571428571,6263.26,22864.91015625
2025-07-10,76.97142857142856,6280.46,22829.259765625
2025-07-11,75.25714285714285,6259.75,22780.599609375
2025-07-14,76.11428571428573,6268.56,22855.630859375
2025-07-15,73.4857142857143,6243.76,22884.58984375
2025-07-16,72.94285714285715,6263.7,22907.970703125
2025-07-17,74.17142857142858,6297.36,23081.05078125
2025-07-18,73.94285714285715,6296.79,23065.470703125
2025-07-21,73.28571428571429,6305.6,23180.060546875
2025-07-22,73.88571428571429,6309.62,23063.580078125
2025-07-23,76.3714285714286,6358.91,23162.41015625
2025-07-24,75.25714285714287,6363.35,23219.869140625
2025-07-25,74.65714285714286,6388.64,23272.25
2025-07-28,73.8,6389.77,23356.26953125
2025-07-29,70.62857142857143,6370.86,23308.30078125
2025-07-30,68.02857142857142,6362.9,23345.41015625
2025-07-31,63.714285714285715,6339.39,23218.119140625
2025-08-01,49.8,6238.01,22763.310546875
2025-08-04,56.885714285714286,6329.94,23188.609375
2025-08-05,55.028571428571425,6299.19,23018.560546875
2025-08-06,55.31428571428573,6345.06,23315.0390625
2025-08-07,54.71428571428572,6340.0,23389.529296875
2025-08-08,58.37142857142857,6389.45,23611.26953125
2025-08-11,57.628571428571426,6373.45,23526.630859375
2025-08-12,62.25714285714286,6445.76,23839.19921875
2025-08-13,63.34285714285714,6466.58,23849.0390625
2025-08-14,63.25714285714287,6468.54,23832.439453125
2025-08-15,63.54285714285715,6449.8,23712.0703125
2025-08-18,64.2,6449.15,23713.759765625
2025-08-19,59.88571428571429,6411.37,23384.76953125
2025-08-20,55.91428571428572,6395.78,23249.5703125
2025-08-21,52.60000000000001,6370.17,23142.580078125
2025-08-22,55.54285714285715,6466.91,23498.119140625
2025-08-25,53.942857142857136,6439.32,23425.609375
2025-08-26,55.4,6465.94,23525.2890625
2025-08-27,59.11428571428572,6481.4,23565.849609375
2025-08-28,64.42857142857143,6501.86,23703.44921875
2025-08-29,61.542857142857144,6460.26,23415.419921875
2025-09-02,62.45714285714286,6415.54,23231.109375
2025-09-03,61.371428571428574,6448.26,23414.83984375
2025-09-04,61.17142857142858,6502.08,23633.009765625
2025-09-05,58.68571428571429,6481.5,23652.439453125
2025-09-08,58.228571428571435,6495.15,23762.30078125
2025-09-09,57.942857142857136,6512.61,23839.80078125
2025-09-10,57.94285714285714,6532.04,23849.26953125
2025-09-11,60.34285714285715,6587.47,23992.560546875
2025-09-12,61.34285714285714,6584.29,24092.189453125
2025-09-15,64.45714285714287,6615.28,24293.779296875
2025-09-16,64.37142857142858,6606.76,24274.25
2025-09-17,63.77142857142858,6600.35,24223.689453125
2025-09-18,66.54285714285714,6631.96,24454.890625
2025-09-19,66.22857142857144,6664.36,24626.25
2025-09-22,66.51428571428572,6693.75,24761.0703125
2025-09-23,56.771428571428565,6656.92,24580.169921875
2025-09-24,54.57142857142857,6637.97,24503.5703125
2025-09-25,50.65714285714286,6604.72,24397.310546875
2025-09-26,51.28571428571428,6643.7,24503.849609375
2025-09-29,50.97142857142857,6661.21,24611.349609375
2025-09-30,51.40000000000001,6688.46,24679.990234375
2025-10-01,52.48571428571428,6711.2,24800.859375
2025-10-02,54.54285714285715,6715.35,24892.759765625
2025-10-03,52.57142857142857,6715.79,24785.51953125
2025-10-06,53.971428571428575,6740.28,24978.560546875
2025-10-07,51.857142857142854,6714.59,24840.23046875
2025-10-08,52.942857142857136,6753.72,25136.619140625
2025-10-09,48.62857142857143,6735.11,25098.1796875
2025-10-10,30.14285714285714,6552.51,24221.740234375
2025-10-13,29.74285714285714,6654.72,24750.25
2025-10-14,28.285714285714285,6644.31,24579.3203125
2025-10-15,27.41428571428571,6671.06,24745.359375
2025-10-16,23.114285714285717,6629.07,24657.240234375
2025-10-17,22.32857142857143,6664.01,24817.94921875
2025-10-20,29.85714285714286,6735.13,25141.01953125
2025-10-21,28.542857142857148,6735.35,25127.130859375
2025-10-22,26.37142857142857,6699.4,24879.009765625
2025-10-23,27.571428571428573,6738.44,25097.41015625
2025-10-24,32.45714285714286,6791.69,25358.16015625
2025-10-27,37.34285714285715,6875.16,25821.55078125
2025-10-28,39.34285714285714,6890.89,26012.150390625
2025-10-29,42.114285714285714,6890.59,26119.849609375
2025-10-30,37.05714285714286,6822.34,25734.810546875
2025-10-31,34.45714285714286,6840.2,25858.130859375
2025-11-03,32.6,6851.97,25972.939453125
2025-11-04,20.94285714285714,6771.55,25435.69921875
2025-11-05,23.057142857142857,6796.29,25620.029296875
2025-11-06,24.342857142857145,6720.32,25130.0390625
2025-11-07,20.428571428571427,6728.8,25059.810546875
2025-11-10,29.942857142857143,6832.43,25611.740234375
2025-11-11,30.457142857142856,6846.61,25533.490234375
2025-11-12,34.57142857142858,6850.92,25517.330078125
2025-11-13,24.542857142857144,6737.49,24993.4609375
2025-11-14,22.057142857142853,6734.11,25008.240234375
2025-11-17,11.642857142857142,6672.41,24799.919921875
2025-11-18,8.9,6617.32,24503.099609375
2025-11-19,7.857142857142857,6642.16,24640.51953125
2025-11-20,5.171428571428572,6538.76,24054.380859375
2025-11-21,5.6571428571428575,6602.99,24239.5703125
2025-11-24,13.685714285714283,6705.12,24873.849609375
2025-11-25,15.028571428571428,6765.88,25018.359375
2025-11-26,17.657142857142862,6812.61,25236.939453125
2025-11-28,21.771428571428572,6849.09,25434.890625
2025-12-01,22.085714285714285,6812.63,25342.849609375
2025-12-02,23.257142857142856,6829.37,25555.859375
2025-12-03,24.771428571428572,6849.72,25606.5390625
2025-12-04,36.02857142857143,6857.12,25581.69921875
2025-12-05,38.142857142857146,6870.4,25692.05078125
2025-12-08,40.77142857142858,6846.51,25627.94921875
2025-12-09,40.94285714285714,6840.51,25668.689453125
2025-12-10,36.371428571428574,6886.68,25776.439453125
2025-12-11,43.74285714285714,6901.0,25686.689453125
2025-12-12,39.285714285714285,6827.41,25196.73046875
2025-12-15,49.31428571428573,6816.51,25067.26953125
2025-12-16,46.4,6800.26,25132.939453125
2025-12-17,37.68571428571429,6721.43,24647.609375
2025-12-18,42.371428571428574,6774.76,25019.369140625
2025-12-19,44.2,6834.5,25346.1796875
2025-12-22,54.88571428571429,6878.49,25461.69921875
2025-12-23,58.57142857142857,6909.79,25587.830078125
2025-12-24,58.0,6932.05,25656.150390625
2025-12-26,54.857142857142854,6929.94,25644.390625
2025-12-29,47.885714285714286,6905.74,25525.560546875
2025-12-30,46.114285714285714,6896.24,25462.560546875
2025-12-31,43.25714285714286,6845.5,25249.849609375
2026-01-02,45.22857142857142,6858.47,25206.169921875
2026-01-05,47.60000000000001,6902.05,25401.3203125
2026-01-06,52.857142857142854,6944.82,25639.7109375
2026-01-07,48.57142857142857,6920.93,25653.900390625
2026-01-08,48.371428571428574,6921.46,25507.099609375
2026-01-09,54.114285714285714,6966.28,25766.259765625
2026-01-12,58.0,6977.27,25787.66015625
2026-01-13,59.085714285714296,6963.74,25741.94921875
2026-01-14,58.62857142857143,6926.6,25465.939453125
2026-01-15,63.65714285714286,6944.47,25547.0703125
2026-01-16,63.77142857142858,6940.01,25529.259765625
2026-01-20,50.85714285714287,6796.86,24987.5703125
2026-01-21,53.857142857142854,6875.62,25326.580078125
2026-01-22,54.771428571428565,6913.35,25518.349609375
2026-01-23,54.885714285714286,6915.61,25605.470703125
2026-01-26,57.65714285714286,6950.23,25713.2109375
2026-01-27,64.97142857142858,6978.6,25939.740234375
2026-01-28,65.54285714285713,6978.03,26022.7890625
2026-01-29,63.82857142857143,6969.01,25884.30078125
2026-01-30,58.60000000000001,6939.03,25552.390625
2026-02-02,63.40000000000001,6976.44,25738.609375
2026-02-03,43.34285714285714,6917.81,25338.619140625
2026-02-04,47.228571428571435,6882.72,24891.240234375
2026-02-05,34.94285714285714,6798.4,24548.689453125
2026-02-06,45.371428571428574,6932.3,25075.76953125
2026-02-09,48.4857142857143,6964.82,25268.140625
2026-02-10,47.228571428571435,6941.81,25127.640625
2026-02-11,49.91428571428571,6941.47,25201.259765625
2026-02-12,36.357142857142854,6832.76,24687.609375
2026-02-13,33.84285714285714,6836.17,24732.73046875
2026-02-17,33.31428571428572,6843.22,24701.599609375
2026-02-18,34.157142857142865,6881.31,24898.869140625
2026-02-19,34.400000000000006,6861.89,24797.33984375
2026-02-20,42.34285714285715,6909.51,25012.619140625
2026-02-23,32.542857142857144,6837.75,24708.939453125
2026-02-24,40.25714285714286,6890.07,24977.0390625
2026-02-25,43.142857142857146,6946.13,25329.0390625
2026-02-26,42.91428571428571,6908.86,25034.369140625
2026-02-27,41.17142857142857,6878.88,24960.0390625
2026-03-02,34.285714285714285,6881.62,24992.599609375
2026-03-03,31.628571428571423,6816.63,24720.080078125
2026-03-04,33.07142857142857,6869.5,25093.6796875
2026-03-05,31.62857142857143,6830.71,25020.41015625
2026-03-06,25.25714285714286,6740.02,24643.01953125
2026-03-09,22.228571428571428,6795.99,24967.25
2026-03-10,20.271428571428572,6781.48,24956.470703125
2026-03-11,18.314285714285713,6775.8,24965.009765625
2026-03-13,16.671428571428574,6632.19,24380.73046875
2026-03-16,23.91428571428572,6699.38,24655.33984375
2026-03-17,22.88571428571429,6716.09,24780.419921875
2026-03-18,13.614285714285714,6624.7,24425.08984375
2026-03-19,18.314285714285713,6606.49,24355.279296875
2026-03-20,8.4,6506.48,23898.150390625
2026-03-23,11.62857142857143,6581.0,24188.58984375
2026-03-24,10.35714285714286,6556.37,24002.44921875
2026-03-25,16.542857142857144,6591.9,24162.98046875
2026-03-26,10.257142857142858,6477.16,23586.990234375
2026-03-27,8.171428571428573,6368.85,23132.76953125
2026-03-30,5.771428571428572,6343.72,22953.380859375
2026-03-31,14.885714285714284,6528.52,23740.189453125
2026-04-01,15.857142857142858,6575.32,24019.990234375
2026-04-02,18.285714285714285,6582.69,24045.529296875
2026-04-06,21.85714285714286,6611.83,24192.169921875
2026-04-07,21.571428571428573,6616.85,24202.369140625
2026-04-08,29.171428571428574,6782.81,24903.169921875
2026-04-09,33.800000000000004,6824.66,25082.08984375
2026-04-10,38.05714285714286,6816.89,25116.33984375
2026-04-13,40.971428571428575,6886.24,25383.720703125
2026-04-14,47.25714285714286,6967.38,25842.0
2026-04-15,56.2,7022.95,26204.580078125
2026-04-16,61.48571428571429,7041.28,26333.0
2026-04-17,68.57142857142858,7126.06,26672.4296875
2026-04-20,69.97142857142858,7109.14,26590.33984375
2026-04-21,67.57142857142858,7064.01,26479.470703125
2026-04-22,68.45714285714286,7137.9,26937.279296875
2026-04-23,66.17142857142856,7108.4,26782.630859375
2026-04-24,65.4,7165.08,27303.669921875
2026-04-27,66.28571428571429,7173.91,27305.6796875
2026-04-28,67.42857142857142,7138.8,27029.009765625
2026-04-29,66.22857142857143,7135.95,27186.98046875
2026-04-30,69.51428571428572,7209.01,27452.119140625
2026-05-01,71.17142857142856,7230.12,27710.359375
2026-05-04,66.88571428571429,7200.75,27651.8203125
2026-05-05,67.25714285714287,7259.22,28015.060546875
2026-05-06,68.74285714285715,7365.12,28599.169921875
2026-05-07,67.28571428571429,7337.11,28563.94921875
2026-05-08,67.28571428571429,7398.93,29234.990234375
2026-05-11,66.62857142857143,7412.84,29320.66015625
2026-05-12,65.68571428571428,7400.96,29064.80078125
2026-05-13,64.97142857142858,7444.25,29366.939453125
2026-05-14,65.91428571428573,7501.24,29580.30078125
2026-05-15,63.22857142857142,7408.5,29125.19921875
2026-05-18,61.5714285714286,7403.05,28994.369140625
2026-05-19,59.3714285714286,7353.61,28818.83984375
2026-05-20,60.2571428571429,7432.97,29297.69921875
2026-05-21,58.0571428571429,7445.72,29357.26953125
2026-05-22,58.9714285714286,7473.47,29481.640625
2026-05-26,60.9142857142857,7519.12,30001.3203125
2026-05-27,60.6,7520.36,29973.5703125
2026-05-28,60.0857142857143,7563.63,30223.890625
2026-05-29,59.5142857142857,7580.06,30333.1796875
2026-06-01,56.5428571428571,7599.96,30513.859375
2026-06-02,56.0571428571429,7609.78,30660.599609375
2026-06-03,53.0285714285714,7553.68,30571.240234375
2026-06-04,53.8857142857143,7584.31,30407.810546875
2026-06-05,41.7714285714286,7383.74,28957.599609375
2026-06-08,39.8857142857143,7405.73,29414.259765625
2026-06-09,32.4857142857143,7386.65,29084.5
2026-06-10,26.9142857142857,7266.99,28508.029296875
2026-06-11,31.6,7394.3,29446.1796875
2026-06-12,35.5142857142857,7431.46,29635.94921875
2026-06-15,41.6,7554.29,30543.919921875
2026-06-16,39.0857142857143,7511.35,29968.130859375
2026-06-17,32.2,7420.1,29670.94921875
2026-06-18,37.5714285714286,7500.58,30406.189453125
2026-06-22,31.9699633699634,7472.79,30347.080078125
2026-06-23,27.4571428571429,7365.46,29347.26953125
2026-06-24,25.9714285714286,7358.22,29220.060546875
2026-06-25,24.3985347985348,7357.49,29440.3203125
2026-06-26,25.1142857142857,7354.02,29118.240234375
2026-06-29,27.2571428571429,7440.43,29774.75
2026-06-30,30.9428571428571,7499.36,30276.349609375
2026-07-01,30.4571428571429,7483.23,29809.130859375
2026-07-02,37.4857142857143,7483.24,29329.2109375
2026-07-06,44.0285714285714,7537.43,29697.869140625
2026-07-07,43.7142857142857,7503.85,29173.01953125
2026-07-08,44.1142857142857,7482.71,29252.560546875
2026-07-09,46.0857142857143,7543.64,29727.099609375
2026-07-10,48.4,7575.39,29825.109375
2026-07-13,43.6857142857143,7515.34,29264.099609375
