Date,FG,NQ
2022-08-03,60.25714285714286,13253.259765625
2022-08-04,61.51428571428571,13311.0400390625
2022-08-05,63.31428571428573,13207.6904296875
2022-08-08,64.74285714285715,13159.16015625
2022-08-09,64.45714285714286,13008.169921875
2022-08-10,65.11428571428571,13378.3203125
2022-08-11,65.82857142857144,13291.990234375
2022-08-12,68.02857142857144,13565.8701171875
2022-08-15,66.82857142857144,13667.1796875
2022-08-16,67.94285714285715,13635.2099609375
2022-08-17,67.14285714285715,13470.8603515625
2022-08-18,66.37142857142858,13505.990234375
2022-08-19,63.714285714285715,13242.900390625
2022-08-22,60.31428571428573,12890.5400390625
2022-08-23,57.42857142857144,12881.7900390625
2022-08-24,57.51428571428571,12917.8603515625
2022-08-25,58.25714285714287,13143.580078125
2022-08-26,55.74285714285714,12605.169921875
2022-08-29,54.285714285714285,12484.3203125
2022-08-30,49.8,12342.7001953125
2022-08-31,52.08571428571429,12272.0302734375
2022-09-01,49.371428571428574,12274.6201171875
2022-09-02,42.457142857142856,12098.4404296875
2022-09-06,40.62857142857143,12011.3095703125
2022-09-07,39.62857142857143,12259.3896484375
2022-09-08,40.371428571428574,12321.1904296875
2022-09-09,43.8,12588.2900390625
2022-09-12,47.6,12739.7197265625
2022-09-13,36.62857142857143,12033.6201171875
2022-09-14,41.885714285714286,12134.400390625
2022-09-15,40.65714285714286,11927.490234375
2022-09-16,35.285714285714285,11861.3798828125
2022-09-19,36.31428571428571,11953.26953125
2022-09-20,36.114285714285714,11851.5400390625
2022-09-21,27.21428571428571,11637.7900390625
2022-09-22,24.48571428571429,11501.650390625
2022-09-23,21.685714285714287,11311.240234375
2022-09-26,17.62857142857143,11254.1103515625
2022-09-27,16.514285714285716,11271.75
2022-09-28,17.02857142857143,11493.830078125
2022-09-29,13.257142857142858,11164.7802734375
2022-09-30,16.45714285714286,10971.2197265625
2022-10-03,20.38571428571429,11229.73046875
2022-10-04,27.88571428571429,11582.5400390625
2022-10-05,29.714285714285715,11573.1796875
2022-10-06,23.142857142857142,11485.5
2022-10-07,19.67142857142857,11039.4697265625
2022-10-10,19.4,10926.9697265625
2022-10-11,16.885714285714283,10791.349609375
2022-10-12,15.942857142857145,10785.6201171875
2022-10-13,19.37142857142857,11033.580078125
2022-10-14,16.45714285714286,10692.0595703125
2022-10-17,23.4,11062.5302734375
2022-10-18,28.800000000000004,11147.740234375
2022-10-19,29.428571428571427,11103.3798828125
2022-10-20,39.08571428571429,11046.7099609375
2022-10-21,43.74285714285715,11310.330078125
2022-10-24,47.22857142857142,11430.259765625
2022-10-25,51.371428571428574,11669.990234375
2022-10-26,53.8,11405.900390625
2022-10-27,54.57142857142857,11191.6298828125
2022-10-28,57.114285714285714,11546.2099609375
2022-10-31,64.05714285714286,11405.5703125
2022-11-01,63.51428571428572,11288.9501953125
2022-11-02,55.285714285714285,10906.33984375
2022-11-03,55.51428571428572,10690.599609375
2022-11-04,56.51428571428572,10857.0302734375
2022-11-07,59.65714285714286,10977.0
2022-11-08,57.94285714285714,11059.5
2022-11-09,54.0,10797.5498046875
2022-11-10,60.34285714285714,11605.9599609375
2022-11-11,63.74285714285713,11817.009765625
2022-11-14,62.68571428571429,11700.9404296875
2022-11-15,66.91428571428573,11871.150390625
2022-11-16,65.08571428571427,11699.08984375
2022-11-17,61.48571428571429,11676.8603515625
2022-11-18,60.34285714285715,11677.01953125
2022-11-21,60.97142857142857,11553.4501953125
2022-11-22,60.8,11724.83984375
2022-11-23,64.25714285714285,11838.7197265625
2022-11-25,63.08571428571429,11756.0302734375
2022-11-28,59.74285714285715,11587.75
2022-11-29,58.17142857142857,11503.4501953125
2022-11-30,73.97142857142856,12030.0595703125
2022-12-01,75.60000000000001,12041.8896484375
2022-12-02,68.14285714285714,11994.259765625
2022-12-05,65.08571428571429,11786.7998046875
2022-12-06,61.82857142857144,11549.6904296875
2022-12-07,58.42857142857143,11497.3896484375
2022-12-08,55.6857142857143,11637.5
2022-12-09,52.08571428571428,11563.330078125
2022-12-12,57.2,11706.4404296875
2022-12-13,59.17142857142858,11834.2099609375
2022-12-14,60.94285714285714,11740.919921875
2022-12-15,60.142857142857146,11345.2197265625
2022-12-16,44.142857142857146,11243.7197265625
2022-12-19,39.971428571428575,11084.58984375
2022-12-20,38.31428571428573,11072.419921875
2022-12-21,38.542857142857144,11235.8798828125
2022-12-22,37.0,10956.1396484375
2022-12-23,39.51428571428572,10985.4501953125
2022-12-27,39.94285714285714,10822.509765625
2022-12-28,35.51428571428572,10679.33984375
2022-12-29,37.142857142857146,10951.0498046875
2022-12-30,36.51428571428571,10939.759765625
2023-01-03,36.6,10862.6396484375
2023-01-04,39.857142857142854,10914.7998046875
2023-01-05,44.17142857142858,10741.2197265625
2023-01-06,45.714285714285715,11040.349609375
2023-01-09,47.2,11108.4501953125
2023-01-10,49.65714285714286,11205.7802734375
2023-01-11,54.228571428571435,11402.51953125
2023-01-12,56.68571428571429,11459.6103515625
2023-01-13,61.31428571428571,11541.48046875
2023-01-17,64.14285714285714,11557.1904296875
2023-01-18,58.42857142857143,11410.2900390625
2023-01-19,55.42857142857144,11295.669921875
2023-01-20,58.542857142857144,11619.0302734375
2023-01-23,63.60000000000001,11872.5400390625
2023-01-24,63.0,11846.6396484375
2023-01-25,63.88571428571429,11814.6904296875
2023-01-26,68.02857142857144,12051.48046875
2023-01-27,69.2,12166.599609375
2023-01-30,67.45714285714287,11912.3896484375
2023-01-31,70.34285714285716,12101.9296875
2023-02-01,82.17142857142858,12363.099609375
2023-02-02,75.2,12803.1396484375
2023-02-03,76.14285714285714,12573.3603515625
2023-02-06,75.91428571428573,12464.509765625
2023-02-07,76.34285714285714,12728.26953125
2023-02-08,74.62857142857142,12495.3798828125
2023-02-09,72.62857142857143,12381.169921875
2023-02-10,72.4857142857143,12304.919921875
2023-02-13,71.82857142857144,12502.3095703125
2023-02-14,73.25714285714287,12590.8896484375
2023-02-15,73.65714285714284,12687.8896484375
2023-02-16,70.71428571428572,12442.48046875
2023-02-17,69.48571428571428,12358.1796875
2023-02-21,65.91428571428573,12060.2998046875
2023-02-22,64.17142857142859,12066.26953125
2023-02-23,62.65714285714285,12180.1396484375
2023-02-24,60.65714285714286,11969.650390625
2023-02-27,61.22857142857144,12057.7900390625
2023-02-28,61.2,12042.1201171875
2023-03-01,65.91428571428573,11938.5703125
2023-03-02,52.45714285714287,12044.8701171875
2023-03-03,55.6857142857143,12290.8095703125
2023-03-06,55.25714285714285,12302.48046875
2023-03-07,48.51428571428571,12152.169921875
2023-03-08,49.82857142857143,12215.330078125
2023-03-09,37.542857142857144,11995.8798828125
2023-03-10,26.885714285714283,11830.2802734375
2023-03-13,23.357142857142858,11923.169921875
2023-03-14,25.085714285714285,12199.7900390625
2023-03-15,22.685714285714287,12251.3203125
2023-03-16,32.57142857142857,12581.3896484375
2023-03-17,27.000000000000004,12519.8798828125
2023-03-20,30.42857142857143,12562.6103515625
2023-03-21,43.48571428571429,12741.4404296875
2023-03-22,41.028571428571425,12567.150390625
2023-03-23,38.34285714285715,12729.23046875
2023-03-24,37.714285714285715,12767.0498046875
2023-03-27,40.2,12673.0703125
2023-03-28,39.6,12610.5703125
2023-03-29,41.457142857142856,12846.0302734375
2023-03-30,45.228571428571435,12963.1396484375
2023-03-31,49.48571428571429,13181.349609375
2023-04-03,61.48571428571428,13148.349609375
2023-04-04,50.228571428571435,13100.080078125
2023-04-05,52.62857142857143,12967.2001953125
2023-04-06,55.25714285714286,13062.599609375
2023-04-10,57.91428571428572,13051.23046875
2023-04-11,58.48571428571428,12964.150390625
2023-04-12,60.74285714285714,12848.349609375
2023-04-13,63.17142857142856,13109.3896484375
2023-04-14,65.71428571428571,13079.51953125
2023-04-17,67.08571428571429,13087.7099609375
2023-04-18,65.4857142857143,13091.7900390625
2023-04-19,67.25714285714287,13088.7099609375
2023-04-20,64.05714285714285,12985.98046875
2023-04-21,63.51428571428572,13000.76953125
2023-04-24,63.48571428571429,12969.759765625
2023-04-25,57.057142857142864,12725.1103515625
2023-04-26,52.4,12806.48046875
2023-04-27,58.31428571428573,13160.0302734375
2023-04-28,59.42857142857143,13245.990234375
2023-05-01,59.42857142857144,13231.4697265625
2023-05-02,55.51428571428572,13113.66015625
2023-05-03,54.62857142857143,13030.2099609375
2023-05-04,49.6,12982.48046875
2023-05-05,53.885714285714286,13259.1298828125
2023-05-08,57.142857142857146,13291.6396484375
2023-05-09,59.57142857142857,13201.1103515625
2023-05-10,59.971428571428575,13347.830078125
2023-05-11,59.057142857142864,13389.7802734375
2023-05-12,57.34285714285715,13340.1796875
2023-05-15,57.25714285714286,13413.509765625
2023-05-16,55.28571428571429,13426.009765625
2023-05-17,60.25714285714286,13589.259765625
2023-05-18,64.91428571428573,13834.6201171875
2023-05-19,65.45714285714287,13803.490234375
2023-05-22,67.85714285714286,13849.740234375
2023-05-23,65.8,13672.5400390625
2023-05-24,61.82857142857143,13604.48046875
2023-05-25,62.6857142857143,13938.5302734375
2023-05-26,65.71428571428571,14298.41015625
2023-05-30,66.08571428571429,14354.990234375
2023-05-31,64.17142857142858,14254.08984375
2023-06-01,68.05714285714286,14441.509765625
2023-06-02,75.42857142857143,14546.6396484375
2023-06-05,69.48571428571428,14556.5
2023-06-06,73.51428571428572,14558.08984375
2023-06-07,74.45714285714287,14303.2900390625
2023-06-08,75.77142857142857,14484.5400390625
2023-06-09,76.97142857142856,14528.3603515625
2023-06-12,78.05714285714286,14784.2998046875
2023-06-13,79.62857142857145,14900.849609375
2023-06-14,79.62857142857142,15005.6904296875
2023-06-15,80.88571428571429,15185.48046875
2023-06-16,81.25714285714287,15083.919921875
2023-06-20,80.11428571428571,15070.150390625
2023-06-21,80.11428571428573,14867.4501953125
2023-06-22,80.05714285714285,15042.3203125
2023-06-23,75.71428571428571,14891.48046875
2023-06-26,73.45714285714287,14689.01953125
2023-06-27,75.48571428571428,14945.91015625
2023-06-28,76.51428571428573,14964.5703125
2023-06-29,79.20000000000002,14939.9501953125
2023-06-30,79.4857142857143,15179.2099609375
2023-07-03,82.22857142857143,15208.6904296875
2023-07-05,79.25714285714287,15203.7802734375
2023-07-06,77.91428571428573,15089.4501953125
2023-07-07,77.68571428571428,15036.849609375
2023-07-10,76.6857142857143,15045.6396484375
2023-07-11,78.28571428571429,15119.0595703125
2023-07-12,78.17142857142858,15307.23046875
2023-07-13,79.39999999999999,15571.98046875
2023-07-14,79.8,15565.599609375
2023-07-17,80.02857142857142,15713.2802734375
2023-07-18,81.68571428571428,15841.349609375
2023-07-19,82.34285714285716,15826.349609375
2023-07-20,80.85714285714286,15466.08984375
2023-07-21,81.02857142857144,15425.669921875
2023-07-24,82.51428571428572,15448.01953125
2023-07-25,81.22857142857143,15561.419921875
2023-07-26,80.60000000000001,15499.259765625
2023-07-27,77.65714285714286,15464.9296875
2023-07-28,76.91428571428573,15750.9296875
2023-07-31,77.62857142857142,15757.0
2023-08-01,77.34285714285716,15718.009765625
2023-08-02,77.34285714285714,15370.740234375
2023-08-03,73.62857142857145,15353.5400390625
2023-08-04,64.5,15274.919921875
2023-08-07,72.05714285714285,15407.849609375
2023-08-08,69.2,15273.0498046875
2023-08-09,67.31428571428572,15101.7099609375
2023-08-10,66.34285714285714,15128.83984375
2023-08-11,65.02857142857144,15028.0703125
2023-08-14,66.28571428571429,15205.58984375
2023-08-15,54.5,15037.650390625
2023-08-16,49.48571428571428,14876.4697265625
2023-08-17,46.142857142857146,14715.8095703125
2023-08-18,43.65714285714286,14694.83984375
2023-08-21,43.48571428571429,14936.6904296875
2023-08-22,43.44285714285714,14908.9599609375
2023-08-23,50.17142857142857,15148.0595703125
2023-08-24,40.58571428571429,14816.4404296875
2023-08-25,47.02857142857143,14941.830078125
2023-08-28,45.285714285714285,15052.4599609375
2023-08-29,49.17142857142857,15376.5498046875
2023-08-30,50.42857142857143,15462.4296875
2023-08-31,52.94285714285714,15501.0703125
2023-09-01,55.028571428571425,15490.8603515625
2023-09-05,59.08571428571428,15508.240234375
2023-09-06,56.714285714285715,15371.4404296875
2023-09-07,53.62857142857143,15258.51953125
2023-09-08,51.91428571428571,15280.23046875
2023-09-11,52.2,15461.8701171875
2023-09-12,51.40000000000001,15289.740234375
2023-09-13,51.40000000000001,15348.5302734375
2023-09-14,54.42857142857144,15473.8896484375
2023-09-15,52.02857142857143,15202.400390625
2023-09-18,49.48571428571429,15225.3701171875
2023-09-19,49.94285714285714,15191.23046875
2023-09-20,48.285714285714285,14969.919921875
2023-09-21,37.15714285714286,14694.240234375
2023-09-22,33.15714285714286,14701.099609375
2023-09-25,38.42857142857143,14768.900390625
2023-09-26,24.22857142857143,14545.830078125
2023-09-27,22.82857142857143,14580.16015625
2023-09-28,29.0,14702.76953125
2023-09-29,28.4,14715.240234375
2023-10-02,28.314285714285713,14837.5703125
2023-10-03,20.528571428571432,14565.6201171875
2023-10-04,20.985714285714288,14776.25
2023-10-05,20.32857142857143,14723.2197265625
2023-10-06,27.714285714285715,14973.240234375
2023-10-09,29.25714285714286,15047.150390625
2023-10-10,32.31428571428572,15131.51953125
2023-10-11,34.34285714285714,15241.1201171875
2023-10-12,35.68571428571429,15184.099609375
2023-10-13,26.271428571428572,14995.1201171875
2023-10-16,35.74285714285715,15172.73046875
2023-10-17,39.142857142857146,15122.009765625
2023-10-18,30.571428571428573,14909.259765625
2023-10-19,29.542857142857144,14783.1298828125
2023-10-20,22.85714285714286,14560.8798828125
2023-10-23,25.842857142857145,14604.849609375
2023-10-24,33.48571428571429,14745.8603515625
2023-10-25,25.214285714285715,14381.6396484375
2023-10-26,22.71428571428572,14109.5703125
2023-10-27,21.614285714285717,14180.419921875
2023-10-30,29.2,14335.509765625
2023-10-31,30.142857142857142,14409.7802734375
2023-11-01,32.17142857142857,14664.91015625
2023-11-02,37.68571428571429,14919.5498046875
2023-11-03,36.114285714285714,15099.490234375
2023-11-06,38.91428571428572,15154.9296875
2023-11-07,39.628571428571426,15296.01953125
2023-11-08,39.771428571428565,15313.240234375
2023-11-09,41.0,15187.900390625
2023-11-10,41.45714285714286,15529.1201171875
2023-11-13,39.88571428571429,15482.7900390625
2023-11-14,46.6,15812.4697265625
2023-11-15,52.542857142857144,15817.1796875
2023-11-16,55.057142857142864,15833.169921875
2023-11-17,58.85714285714287,15837.990234375
2023-11-20,61.28571428571429,16027.0595703125
2023-11-21,61.17142857142858,15933.6201171875
2023-11-22,65.05714285714286,16001.3896484375
2023-11-24,66.85714285714286,15982.009765625
2023-11-27,65.31428571428572,15961.98046875
2023-11-28,65.08571428571429,16010.4296875
2023-11-29,63.28571428571429,15987.599609375
2023-11-30,64.37142857142858,15947.8701171875
2023-12-01,64.51428571428572,15997.580078125
2023-12-04,63.714285714285715,15839.669921875
2023-12-05,65.14285714285714,15877.7099609375
2023-12-06,63.97142857142857,15788.0498046875
2023-12-07,66.14285714285715,16022.490234375
2023-12-08,65.94285714285715,16084.6904296875
2023-12-11,67.28571428571429,16221.73046875
2023-12-12,67.88571428571429,16354.25
2023-12-13,67.54285714285714,16562.369140625
2023-12-14,70.54285714285716,16537.830078125
2023-12-15,69.45714285714287,16623.44921875
2023-12-18,70.48571428571428,16729.80078125
2023-12-19,82.97142857142858,16811.849609375
2023-12-20,75.57142857142857,16554.16015625
2023-12-21,77.0,16757.41015625
2023-12-22,79.74285714285715,16777.400390625
2023-12-26,81.94285714285716,16878.4609375
2023-12-27,81.17142857142858,16906.80078125
2023-12-28,81.25714285714287,16898.470703125
2023-12-29,80.71428571428571,16825.9296875
2024-01-02,79.71428571428571,16543.939453125
2024-01-03,76.71428571428571,16368.490234375
2024-01-04,78.68571428571428,16282.009765625
2024-01-05,75.77142857142859,16305.98046875
2024-01-08,76.17142857142856,16649.869140625
2024-01-09,75.68571428571428,16678.69921875
2024-01-10,76.37142857142858,16793.05078125
2024-01-11,74.65714285714286,16820.900390625
2024-01-12,73.08571428571429,16832.919921875
2024-01-16,72.28571428571429,16830.7109375
2024-01-17,57.21428571428572,16736.279296875
2024-01-18,66.45714285714286,16982.2890625
2024-01-19,72.82857142857144,17314.0
2024-01-22,72.85714285714286,17330.380859375
2024-01-23,70.25714285714287,17404.2109375
2024-01-24,72.48571428571428,17499.30078125
2024-01-25,73.22857142857143,17516.990234375
2024-01-26,73.79999999999998,17421.009765625
2024-01-29,74.11428571428573,17596.26953125
2024-01-30,74.22857142857143,17476.7109375
2024-01-31,64.11428571428573,17137.240234375
2024-02-01,72.34285714285714,17344.7109375
2024-02-02,74.60000000000001,17642.73046875
2024-02-05,73.31428571428572,17613.0390625
2024-02-06,73.20000000000002,17572.73046875
2024-02-07,73.77142857142857,17755.0703125
2024-02-08,74.60000000000001,17783.169921875
2024-02-09,75.42857142857143,17962.41015625
2024-02-12,75.82857142857144,17882.66015625
2024-02-13,66.74285714285715,17600.419921875
2024-02-14,67.51428571428572,17807.630859375
2024-02-15,73.85714285714286,17845.720703125
2024-02-16,73.48571428571428,17685.98046875
2024-02-20,63.74285714285715,17546.099609375
2024-02-21,63.7,17478.91015625
2024-02-22,73.94285714285715,18004.69921875
2024-02-23,73.34285714285714,17937.609375
2024-02-26,71.91428571428573,17933.330078125
2024-02-27,75.77142857142859,17971.05078125
2024-02-28,76.77142857142859,17874.5
2024-02-29,77.45714285714287,18043.849609375
2024-03-01,76.82857142857142,18302.91015625
2024-03-04,79.22857142857143,18226.48046875
2024-03-05,76.11428571428571,17897.869140625
2024-03-06,72.54285714285714,18017.5703125
2024-03-07,73.85714285714286,18297.990234375
2024-03-08,70.02857142857144,18018.44921875
2024-03-11,62.771428571428565,17951.689453125
2024-03-12,72.2,18219.109375
2024-03-13,71.77142857142857,18068.470703125
2024-03-14,70.4,18014.810546875
2024-03-15,68.62857142857143,17808.25
2024-03-18,70.74285714285715,17985.009765625
2024-03-19,70.85714285714286,18032.19921875
2024-03-20,69.62857142857145,18240.109375
2024-03-21,71.37142857142858,18320.380859375
2024-03-22,69.51428571428572,18339.439453125
2024-03-25,67.42857142857143,18277.060546875
2024-03-26,67.91428571428573,18210.5390625
2024-03-27,69.77142857142859,18280.83984375
2024-03-28,68.77142857142857,18254.689453125
2024-04-01,71.25714285714287,18293.19921875
2024-04-02,71.14285714285715,18121.779296875
2024-04-03,69.4,18160.189453125
2024-04-04,53.8,17878.779296875
2024-04-05,58.10000000000001,18108.4609375
2024-04-08,64.02857142857144,18100.189453125
2024-04-09,59.62857142857144,18169.900390625
2024-04-10,49.67142857142858,18011.66015625
2024-04-11,56.65714285714286,18307.98046875
2024-04-12,45.01428571428572,18003.490234375
2024-04-15,38.4,17706.830078125
2024-04-16,35.11428571428572,17713.66015625
2024-04-17,31.157142857142865,17493.619140625
2024-04-18,30.40000000000001,17394.310546875
2024-04-19,27.671428571428574,17037.650390625
2024-04-22,34.17142857142857,17210.890625
2024-04-23,36.57142857142857,17471.470703125
2024-04-24,37.48571428571429,17526.80078125
2024-04-25,39.08571428571429,17430.5
2024-04-26,40.51428571428572,17718.30078125
2024-04-29,42.42857142857143,17782.720703125
2024-04-30,40.542857142857144,17440.689453125
2024-05-01,40.51428571428572,17318.55078125
2024-05-02,42.228571428571435,17541.5390625
2024-05-03,43.25714285714286,17890.80078125
2024-05-06,39.0,18093.5703125
2024-05-07,37.17142857142858,18091.44921875
2024-05-08,38.17142857142857,18085.009765625
2024-05-09,42.228571428571435,18113.4609375
2024-05-10,46.028571428571425,18161.1796875
2024-05-13,48.114285714285714,18198.609375
2024-05-14,55.285714285714285,18322.76953125
2024-05-15,59.371428571428574,18596.650390625
2024-05-16,62.31428571428573,18557.9609375
2024-05-17,62.8,18546.23046875
2024-05-20,60.42857142857143,18674.189453125
2024-05-21,59.42857142857143,18713.80078125
2024-05-22,58.51428571428572,18705.19921875
2024-05-23,52.37142857142857,18623.390625
2024-05-24,51.74285714285714,18808.349609375
2024-05-28,54.68571428571427,18869.439453125
2024-05-29,49.971428571428575,18736.75
2024-05-30,45.08571428571429,18538.66015625
2024-05-31,48.42857142857144,18536.650390625
2024-06-03,45.48571428571429,18600.970703125
2024-06-04,47.628571428571426,18654.83984375
2024-06-05,51.142857142857146,19035.05078125
2024-06-06,45.31428571428571,19021.189453125
2024-06-07,43.4,19000.94921875
2024-06-10,44.74285714285715,19074.669921875
2024-06-11,44.4,19210.1796875
2024-06-12,46.57142857142857,19465.1796875
2024-06-13,44.57142857142858,19576.919921875
2024-06-14,41.11428571428572,19659.80078125
2024-06-17,43.285714285714285,19902.75
2024-06-18,41.28571428571429,19908.859375
2024-06-20,38.714285714285715,19752.30078125
2024-06-21,39.05714285714286,19700.4296875
2024-06-24,37.77142857142858,19474.619140625
2024-06-25,37.285714285714285,19701.130859375
2024-06-26,40.88571428571429,19751.05078125
2024-06-27,45.51428571428571,19789.029296875
2024-06-28,44.31428571428571,19682.869140625
2024-07-01,47.94285714285714,19812.220703125
2024-07-02,49.74285714285714,20011.890625
2024-07-03,48.371428571428574,20186.630859375
2024-07-05,49.714285714285715,20391.970703125
2024-07-08,51.057142857142864,20439.5390625
2024-07-09,50.57142857142856,20453.01953125
2024-07-10,54.60000000000001,20675.380859375
2024-07-11,49.4,20211.359375
2024-07-12,54.371428571428574,20331.490234375
2024-07-15,57.74285714285715,20386.880859375
2024-07-16,57.02857142857143,20398.619140625
2024-07-17,46.114285714285714,19799.140625
2024-07-18,45.94285714285714,19705.08984375
2024-07-19,43.0,19522.619140625
2024-07-22,48.42857142857144,19822.869140625
2024-07-23,46.857142857142854,19754.33984375
2024-07-24,38.614285714285714,19032.390625
2024-07-25,39.07142857142857,18830.580078125
2024-07-26,42.542857142857144,19023.66015625
2024-07-29,42.07142857142857,19059.490234375
2024-07-30,40.8,18796.26953125
2024-07-31,46.885714285714286,19362.4296875
2024-08-01,42.68571428571429,18890.390625
2024-08-02,41.385714285714286,18440.849609375
2024-08-05,33.05714285714286,17895.16015625
2024-08-06,19.014285714285712,18077.919921875
2024-08-07,16.557142857142857,17867.369140625
2024-08-08,17.65714285714286,18413.8203125
2024-08-09,24.085714285714285,18513.099609375
2024-08-12,23.8,18542.029296875
2024-08-13,25.514285714285712,19006.4296875
2024-08-14,26.42857142857143,19022.6796875
2024-08-15,32.37142857142857,19490.150390625
2024-08-16,33.74285714285715,19508.51953125
2024-08-19,39.88571428571429,19766.490234375
2024-08-20,44.68571428571429,19719.8203125
2024-08-21,50.228571428571435,19824.83984375
2024-08-22,46.77142857142858,19491.83984375
2024-08-23,51.57142857142857,19720.869140625
2024-08-26,52.94285714285714,19516.439453125
2024-08-27,52.28571428571429,19581.51953125
2024-08-28,51.08571428571429,19350.779296875
2024-08-29,56.057142857142864,19325.44921875
2024-08-30,60.31428571428573,19574.640625
2024-09-03,56.34285714285714,18958.740234375
2024-09-04,56.62857142857143,18921.400390625
2024-09-05,50.62857142857143,18930.330078125
2024-09-06,39.34285714285715,18421.310546875
2024-09-09,41.971428571428575,18660.779296875
2024-09-10,39.6857142857143,18829.140625
2024-09-11,43.08571428571429,19237.30078125
2024-09-12,42.97142857142857,19423.0703125
2024-09-13,48.62857142857143,19514.58984375
2024-09-16,50.31428571428571,19423.060546875
2024-09-17,54.62857142857143,19432.400390625
2024-09-18,55.17142857142858,19344.490234375
2024-09-19,63.80000000000001,19839.830078125
2024-09-20,61.2,19791.490234375
2024-09-23,63.85714285714287,19852.19921875
2024-09-24,66.42857142857143,19944.83984375
2024-09-25,65.74285714285715,19972.609375
2024-09-26,70.74285714285713,20115.5390625
2024-09-27,67.31428571428572,20008.619140625
2024-09-30,73.6857142857143,20060.689453125
2024-10-01,70.31428571428572,19773.30078125
2024-10-02,70.57142857142857,19802.58984375
2024-10-03,69.42857142857143,19793.33984375
2024-10-04,71.4,20035.01953125
2024-10-07,70.82857142857144,19800.740234375
2024-10-08,71.17142857142856,20107.779296875
2024-10-09,71.14285714285715,20268.859375
2024-10-10,70.28571428571429,20241.759765625
2024-10-11,71.65714285714286,20271.970703125
2024-10-14,74.22857142857143,20439.05078125
2024-10-15,71.14285714285715,20159.830078125
2024-10-16,69.02857142857142,20174.05078125
2024-10-17,68.57142857142857,20190.419921875
2024-10-18,72.42857142857143,20324.0390625
2024-10-21,69.8,20361.470703125
2024-10-22,70.37142857142858,20390.4609375
2024-10-23,63.2,20066.9609375
2024-10-24,62.94285714285714,20232.869140625
2024-10-25,58.74285714285715,20352.01953125
2024-10-28,60.85714285714287,20351.0703125
2024-10-29,60.057142857142864,20550.650390625
2024-10-30,57.2,20387.69921875
2024-10-31,40.45714285714286,19890.419921875
2024-11-01,50.48571428571429,20033.140625
2024-11-04,42.42857142857143,19963.599609375
2024-11-05,43.54285714285715,20227.4609375
2024-11-06,44.0,20781.330078125
2024-11-07,59.05714285714286,21101.5703125
2024-11-08,59.42857142857144,21117.1796875
2024-11-11,66.6,21106.58984375
2024-11-12,66.71428571428571,21070.7890625
2024-11-13,66.31428571428572,21036.16015625
2024-11-14,60.31428571428573,20896.669921875
2024-11-15,51.2,20394.130859375
2024-11-18,50.285714285714285,20539.189453125
2024-11-19,49.51428571428572,20684.58984375
2024-11-20,49.51428571428572,20667.099609375
2024-11-21,56.60000000000001,20740.779296875
2024-11-22,60.71428571428572,20776.23046875
2024-11-25,62.88571428571429,20804.890625
2024-11-26,65.91428571428573,20922.900390625
2024-11-27,64.4,20744.490234375
2024-11-29,65.0,20930.369140625
2024-12-02,65.31428571428572,21164.599609375
2024-12-03,59.57142857142858,21229.3203125
2024-12-04,57.48571428571429,21492.359375
2024-12-05,54.91428571428572,21425.220703125
2024-12-06,52.142857142857146,21622.25
2024-12-09,49.25714285714287,21440.8203125
2024-12-10,46.971428571428575,21368.1796875
2024-12-11,49.2,21763.98046875
2024-12-12,47.114285714285714,21615.26953125
2024-12-13,49.114285714285714,21780.25
2024-12-16,56.057142857142864,22096.66015625
2024-12-17,51.4,22001.080078125
2024-12-18,33.12857142857143,21209.3203125
2024-12-19,19.514285714285716,21110.509765625
2024-12-20,27.600000000000005,21289.150390625
2024-12-23,30.142857142857142,21503.169921875
2024-12-24,34.51428571428571,21797.650390625
2024-12-26,34.17142857142857,21768.310546875
2024-12-27,33.82857142857143,21473.01953125
2024-12-30,28.6,21197.08984375
2024-12-31,26.314285714285713,21012.169921875
2025-01-02,24.314285714285717,20975.619140625
2025-01-03,28.885714285714283,21326.16015625
2025-01-06,33.77142857142857,21559.5
2025-01-07,34.31428571428572,21173.0390625
2025-01-08,31.91428571428572,21180.970703125
2025-01-10,25.62857142857143,20847.580078125
2025-01-13,25.34285714285715,20784.720703125
2025-01-14,25.142857142857142,20757.41015625
2025-01-15,27.428571428571427,21237.849609375
2025-01-16,27.342857142857145,21091.25
2025-01-17,36.02857142857143,21441.16015625
2025-01-21,39.91428571428572,21566.509765625
2025-01-22,41.62857142857143,21853.0
2025-01-23,43.68571428571429,21900.9296875
2025-01-24,45.8,21774.009765625
2025-01-27,37.971428571428575,21127.279296875
2025-01-28,40.62857142857143,21463.0390625
2025-01-29,42.4,21411.4609375
2025-01-30,45.91428571428571,21508.119140625
2025-01-31,43.771428571428565,21478.05078125
2025-02-03,37.4,21297.580078125
2025-02-04,37.142857142857146,21566.919921875
2025-02-05,38.62857142857143,21658.16015625
2025-02-06,39.68571428571429,21774.0703125
2025-02-07,38.371428571428574,21491.310546875
2025-02-10,44.714285714285715,21756.73046875
2025-02-11,45.4,21693.51953125
2025-02-12,41.371428571428574,21719.259765625
2025-02-13,46.60000000000001,22030.7109375
2025-02-14,43.68571428571429,22114.689453125
2025-02-18,46.8,22164.609375
2025-02-19,47.628571428571426,22175.599609375
2025-02-20,44.228571428571435,22068.060546875
2025-02-21,36.971428571428575,21614.080078125
2025-02-24,29.542857142857144,21352.080078125
2025-02-25,24.199999999999996,21087.25
