Date,FG,NQ
2019-06-21,52.0,7728.77978515625
2019-06-24,50.0,7723.02001953125
2019-06-25,44.0,7591.5400390625
2019-06-26,48.0,7627.0498046875
2019-06-27,47.0,7657.0498046875
2019-06-28,50.0,7671.080078125
2019-07-01,55.0,7768.14013671875
2019-07-02,62.0,7799.81982421875
2019-07-03,62.0,7857.68994140625
2019-07-05,61.0,7841.2998046875
2019-07-08,59.0,7785.7900390625
2019-07-09,56.0,7826.85986328125
2019-07-10,58.0,7903.39990234375
2019-07-11,62.0,7896.77978515625
2019-07-12,64.0,7943.240234375
2019-07-15,57.0,7966.93017578125
2019-07-16,55.0,7927.080078125
2019-07-17,47.0,7888.759765625
2019-07-18,47.0,7904.1298828125
2019-07-19,44.0,7834.89990234375
2019-07-22,44.0,7905.1201171875
2019-07-23,50.0,7954.56005859375
2019-07-24,57.0,8010.60986328125
2019-07-25,55.0,7929.8701171875
2019-07-26,60.0,8016.9501953125
2019-07-29,58.0,7989.080078125
2019-07-30,53.0,7952.47021484375
2019-07-31,48.0,7848.77978515625
2019-08-01,43.0,7801.14990234375
2019-08-02,36.0,7692.7998046875
2019-08-05,22.0,7415.68994140625
2019-08-06,27.0,7521.31982421875
2019-08-07,25.0,7551.89990234375
2019-08-08,25.0,7724.830078125
2019-08-09,25.0,7646.27001953125
2019-08-12,23.0,7561.68017578125
2019-08-13,27.0,7728.14990234375
2019-08-14,21.0,7490.1298828125
2019-08-15,19.0,7484.89013671875
2019-08-16,20.0,7604.10986328125
2019-08-19,26.0,7719.31982421875
2019-08-20,23.0,7664.47021484375
2019-08-21,25.0,7733.22021484375
2019-08-22,25.0,7707.43017578125
2019-08-23,18.0,7464.990234375
2019-08-26,19.0,7575.02001953125
2019-08-27,16.0,7566.02978515625
2019-08-28,18.0,7587.89990234375
2019-08-29,26.0,7702.31005859375
2019-08-30,23.0,7691.0
2019-09-03,25.0,7609.509765625
2019-09-04,28.0,7719.25
2019-09-05,39.0,7862.5400390625
2019-09-06,35.0,7852.5400390625
2019-09-09,45.0,7832.39990234375
2019-09-10,55.0,7814.740234375
2019-09-11,57.0,7887.580078125
2019-09-12,65.0,7917.33984375
2019-09-13,68.0,7892.9501953125
2019-09-16,67.0,7852.41015625
2019-09-17,66.0,7888.7900390625
2019-09-18,66.0,7888.56005859375
2019-09-19,63.0,7901.7900390625
2019-09-20,58.0,7823.5498046875
2019-09-23,59.0,7818.60986328125
2019-09-24,54.0,7710.0400390625
2019-09-25,59.0,7803.5400390625
2019-09-26,57.0,7771.990234375
2019-09-27,52.0,7681.580078125
2019-09-30,54.0,7749.4501953125
2019-10-01,48.0,7684.14013671875
2019-10-02,34.0,7550.7900390625
2019-10-03,29.0,7638.39013671875
2019-10-04,32.0,7754.10009765625
2019-10-07,30.0,7725.1298828125
2019-10-08,29.0,7604.27001953125
2019-10-09,30.0,7690.52978515625
2019-10-10,36.0,7740.35986328125
2019-10-11,42.0,7843.8798828125
2019-10-14,42.0,7842.330078125
2019-10-15,42.0,7942.85009765625
2019-10-16,47.0,7920.2099609375
2019-10-17,50.0,7942.14013671875
2019-10-18,50.0,7868.490234375
2019-10-21,56.0,7940.330078125
2019-10-22,59.0,7874.6201171875
2019-10-23,55.0,7889.47021484375
2019-10-24,57.0,7966.72021484375
2019-10-25,62.0,8029.22021484375
2019-10-28,67.0,8110.669921875
2019-10-29,71.0,8047.509765625
2019-10-30,75.0,8083.10986328125
2019-10-31,72.0,8083.830078125
2019-11-01,80.0,8161.169921875
2019-11-04,86.0,8210.66015625
2019-11-05,89.0,8210.1796875
2019-11-06,88.0,8196.0302734375
2019-11-07,91.0,8219.650390625
2019-11-08,91.0,8255.8896484375
2019-11-11,89.0,8241.91015625
2019-11-12,88.0,8263.7900390625
2019-11-13,87.0,8259.8095703125
2019-11-14,83.0,8257.830078125
2019-11-15,87.0,8315.51953125
2019-11-18,83.0,8328.48046875
2019-11-19,80.0,8338.740234375
2019-11-20,74.0,8283.75
2019-11-21,70.0,8265.6201171875
2019-11-22,69.0,8272.0498046875
2019-11-25,70.0,8371.9296875
2019-11-26,69.0,8385.75
2019-11-27,78.0,8444.7099609375
2019-11-29,79.0,8403.6796875
2019-12-02,74.0,8309.259765625
2019-12-03,63.0,8254.740234375
2019-12-04,67.0,8296.5302734375
2019-12-05,67.0,8308.400390625
2019-12-06,70.0,8397.3701171875
2019-12-09,68.0,8362.740234375
2019-12-10,65.0,8354.2900390625
2019-12-11,61.0,8402.6103515625
2019-12-12,74.0,8466.8896484375
2019-12-13,75.0,8487.7099609375
2019-12-16,82.0,8570.330078125
2019-12-17,85.0,8575.7001953125
2019-12-18,87.0,8580.6201171875
2019-12-19,90.0,8641.2900390625
2019-12-20,91.0,8678.490234375
2019-12-23,92.0,8696.009765625
2019-12-24,91.0,8699.509765625
2019-12-26,93.0,8778.3095703125
2019-12-27,91.0,8770.98046875
2019-12-30,90.0,8709.73046875
2019-12-31,93.0,8733.0703125
2020-01-02,97.0,8872.2197265625
2020-01-03,93.0,8793.900390625
2020-01-06,93.0,8848.51953125
2020-01-07,89.0,8846.4501953125
2020-01-08,92.0,8912.3701171875
2020-01-09,93.0,8989.6298828125
2020-01-10,91.0,8966.6396484375
2020-01-13,90.0,9070.650390625
2020-01-14,91.0,9033.419921875
2020-01-15,87.0,9035.669921875
2020-01-16,89.0,9125.0
2020-01-17,89.0,9173.73046875
2020-01-21,82.0,9166.6298828125
2020-01-22,74.0,9188.580078125
2020-01-23,68.0,9216.98046875
2020-01-24,62.0,9141.4697265625
2020-01-27,48.0,8952.1796875
2020-01-28,52.0,9090.9296875
2020-01-29,53.0,9101.6103515625
2020-01-30,56.0,9136.08984375
2020-01-31,44.0,8991.509765625
2020-02-03,46.0,9126.23046875
2020-02-04,55.0,9334.0595703125
2020-02-05,60.0,9367.48046875
2020-02-06,64.0,9445.919921875
2020-02-07,57.0,9401.099609375
2020-02-10,55.0,9516.83984375
2020-02-11,56.0,9517.8603515625
2020-02-12,59.0,9613.2001953125
2020-02-13,58.0,9595.7001953125
2020-02-14,55.0,9623.580078125
2020-02-18,51.0,9629.7998046875
2020-02-19,53.0,9718.73046875
2020-02-20,50.0,9627.830078125
2020-02-21,44.0,9446.6904296875
2020-02-24,29.0,9079.6298828125
2020-02-25,22.0,8834.8701171875
2020-02-26,21.0,8873.759765625
2020-02-27,13.0,8436.669921875
2020-02-28,10.0,8461.830078125
2020-03-02,14.0,8877.98046875
2020-03-03,10.0,8594.490234375
2020-03-04,15.0,8949.2802734375
2020-03-05,9.0,8671.66015625
2020-03-06,7.0,8530.33984375
2020-03-09,3.0,7948.02978515625
2020-03-10,6.0,8372.26953125
2020-03-11,4.0,8006.1201171875
2020-03-12,2.0,7263.64990234375
2020-03-13,5.0,7995.259765625
2020-03-16,3.0,7020.3798828125
2020-03-17,4.0,7473.9501953125
2020-03-18,5.0,7175.18017578125
2020-03-19,7.0,7288.52001953125
2020-03-20,8.0,6994.2900390625
2020-03-23,5.0,7006.919921875
2020-03-24,13.0,7553.830078125
2020-03-25,17.0,7469.6201171875
2020-03-26,22.0,7897.1298828125
2020-03-27,23.0,7588.3701171875
2020-03-30,25.0,7889.009765625
2020-03-31,25.0,7813.5
2020-04-01,22.0,7486.2900390625
2020-04-02,21.0,7635.66015625
2020-04-03,22.0,7528.10986328125
2020-04-06,27.0,8081.66015625
2020-04-07,25.0,8049.31005859375
2020-04-08,31.0,8229.5400390625
2020-04-09,43.0,8238.5302734375
2020-04-13,37.0,8332.740234375
2020-04-14,45.0,8692.16015625
2020-04-15,41.0,8591.9599609375
2020-04-16,42.0,8757.830078125
2020-04-17,44.0,8832.41015625
2020-04-20,41.0,8726.509765625
2020-04-21,40.0,8403.0
2020-04-22,40.0,8664.6396484375
2020-04-23,40.0,8641.5
2020-04-24,39.0,8786.599609375
2020-04-27,42.0,8837.66015625
2020-04-28,41.0,8677.599609375
2020-04-29,47.0,8982.759765625
2020-04-30,47.0,9000.509765625
2020-05-01,42.0,8718.1796875
2020-05-04,44.0,8834.1103515625
2020-05-05,44.0,8930.6201171875
2020-05-06,40.0,8984.8603515625
2020-05-07,40.0,9101.8798828125
2020-05-08,45.0,9220.349609375
2020-05-11,44.0,9298.919921875
2020-05-12,39.0,9112.4501953125
2020-05-13,39.0,9000.080078125
2020-05-14,38.0,9094.419921875
2020-05-15,39.0,9152.6396484375
2020-05-18,47.0,9331.9296875
2020-05-19,48.0,9298.5400390625
2020-05-20,52.0,9485.01953125
2020-05-21,52.0,9377.990234375
2020-05-22,50.0,9413.990234375
2020-05-26,50.0,9389.98046875
2020-05-27,53.0,9442.0498046875
2020-05-28,50.0,9416.7099609375
2020-05-29,52.0,9555.5302734375
2020-06-01,58.0,9598.8896484375
2020-06-02,58.0,9657.3095703125
2020-06-03,60.0,9704.6904296875
2020-06-04,62.0,9629.66015625
2020-06-05,66.0,9824.3896484375
2020-06-08,67.0,9901.51953125
2020-06-09,67.0,9967.169921875
2020-06-10,67.0,10094.259765625
2020-06-11,56.0,9588.48046875
2020-06-12,54.0,9663.7802734375
2020-06-15,53.0,9776.8896484375
2020-06-16,52.0,9949.3701171875
2020-06-17,52.0,9982.48046875
2020-06-18,51.0,10012.0498046875
2020-06-19,52.0,10008.6396484375
2020-06-22,52.0,10130.330078125
2020-06-23,52.0,10209.8203125
2020-06-24,48.0,10002.7001953125
2020-06-25,49.0,10101.830078125
2020-06-26,45.0,9849.3603515625
2020-06-29,48.0,9961.16015625
2020-06-30,47.0,10156.849609375
2020-07-01,48.0,10279.25
2020-07-02,50.0,10341.8896484375
2020-07-06,51.0,10604.0595703125
2020-07-07,49.0,10524.009765625
2020-07-08,52.0,10666.7001953125
2020-07-09,53.0,10754.58984375
2020-07-10,59.0,10836.330078125
2020-07-13,53.0,10602.2099609375
2020-07-14,61.0,10689.51953125
2020-07-15,62.0,10701.6796875
2020-07-16,62.0,10626.4599609375
2020-07-17,63.0,10645.2197265625
2020-07-20,65.0,10952.080078125
2020-07-21,65.0,10833.0703125
2020-07-22,65.0,10870.75
2020-07-23,68.0,10580.58984375
2020-07-24,63.0,10483.1298828125
2020-07-27,65.0,10674.3798828125
2020-07-28,63.0,10532.5
2020-07-29,64.0,10662.98046875
2020-07-30,62.0,10715.509765625
2020-07-31,65.0,10905.8798828125
2020-08-03,67.0,11055.080078125
2020-08-04,67.0,11096.5400390625
2020-08-05,70.0,11125.4404296875
2020-08-06,73.0,11267.080078125
2020-08-07,72.0,11139.3896484375
2020-08-10,75.0,11085.169921875
2020-08-11,71.0,10876.080078125
2020-08-12,73.0,11157.7197265625
2020-08-13,72.0,11178.3701171875
2020-08-14,72.0,11164.4501953125
2020-08-17,71.0,11288.5703125
2020-08-18,70.0,11399.0302734375
2020-08-19,68.0,11318.6396484375
2020-08-20,70.0,11477.0498046875
2020-08-21,70.0,11555.16015625
2020-08-24,71.0,11626.169921875
2020-08-25,73.0,11721.8095703125
2020-08-26,74.0,11971.9404296875
2020-08-27,76.0,11926.16015625
2020-08-28,77.0,11995.849609375
2020-08-31,74.0,12110.7001953125
2020-09-01,77.0,12292.8603515625
2020-09-02,78.0,12420.5400390625
2020-09-03,60.0,11771.3701171875
2020-09-04,59.0,11622.1298828125
2020-09-08,55.0,11068.259765625
2020-09-09,65.0,11395.849609375
2020-09-10,59.0,11154.1201171875
2020-09-11,58.0,11087.400390625
2020-09-14,59.0,11277.759765625
2020-09-15,59.0,11438.8701171875
2020-09-16,56.0,11247.599609375
2020-09-17,53.0,11080.9501953125
2020-09-18,52.0,10936.98046875
2021-02-01,43.400000000000006,13248.900390625
2021-02-02,60.46666666666667,13456.1201171875
2021-02-03,59.2,13402.3701171875
2021-02-04,61.06666666666667,13560.8896484375
2021-02-05,68.0,13603.9599609375
2021-02-08,72.86666666666667,13695.01953125
2021-02-09,75.4,13687.080078125
2021-02-10,75.26666666666667,13655.26953125
2021-02-11,76.0,13734.349609375
2021-02-12,77.66666666666667,13807.7001953125
2021-02-16,73.93333333333334,13773.76953125
2021-02-17,70.2,13699.7099609375
2021-02-18,62.53333333333334,13637.509765625
2021-02-19,56.239999999999995,13580.7802734375
2021-02-22,52.48,13223.740234375
2021-02-23,50.56,13194.7099609375
2021-02-24,63.8,13302.1904296875
2021-02-25,46.16,12828.3095703125
2021-02-26,53.52,12909.4404296875
2021-03-01,58.52,13282.9501953125
2021-03-02,50.32000000000001,13059.9501953125
2021-03-03,43.84,12683.330078125
2021-03-04,37.8,12464.0
2021-03-05,41.52,12668.509765625
2021-03-08,39.08,12299.080078125
2021-03-09,43.36,12794.490234375
2021-03-10,45.56,12752.0703125
2021-03-11,50.48,13052.900390625
2021-03-12,53.720000000000006,12937.2900390625
2021-03-15,56.52,13082.5400390625
2021-03-16,54.8,13152.2802734375
2021-03-17,57.86666666666667,13202.3798828125
2021-03-18,52.333333333333336,12789.1396484375
2021-03-19,50.833333333333336,12866.990234375
2021-03-22,50.7,13086.509765625
2021-03-23,41.8,13017.7900390625
2021-03-24,37.66666666666667,12798.8798828125
2021-03-25,37.833333333333336,12780.509765625
2021-03-26,37.56666666666667,12979.1201171875
2021-03-29,39.56666666666667,12965.740234375
2021-03-30,42.03333333333334,12896.5302734375
2021-03-31,44.56666666666667,13091.4404296875
2021-04-01,46.400000000000006,13329.51953125
2021-04-05,54.56666666666667,13598.16015625
2021-04-06,53.5,13578.4599609375
2021-04-07,52.53333333333333,13616.7001953125
2021-04-08,48.099999999999994,13758.509765625
2021-04-09,47.5,13845.0595703125
2021-04-12,43.43333333333334,13819.349609375
2021-04-13,43.63333333333333,13986.490234375
2021-04-14,39.96666666666667,13803.91015625
2021-04-15,47.16666666666668,14026.1904296875
2021-04-16,51.3,14041.91015625
2021-04-19,45.26666666666667,13907.669921875
2021-04-20,42.866666666666674,13809.2998046875
2021-04-21,49.63333333333333,13935.150390625
2021-04-22,46.70000000000001,13762.3603515625
2021-04-23,47.7,13941.4404296875
2021-04-26,50.53333333333334,14026.16015625
2021-04-27,54.8,13960.2802734375
2021-04-28,52.400000000000006,13901.6201171875
2021-04-29,56.166666666666664,13970.2001953125
2021-04-30,46.53333333333333,13860.759765625
2021-05-03,47.56666666666667,13799.7197265625
2021-05-04,43.46666666666667,13544.669921875
2021-05-05,43.03333333333333,13503.3701171875
2021-05-06,43.93333333333334,13613.73046875
2021-05-07,48.166666666666664,13719.6298828125
2021-05-10,44.93333333333334,13359.080078125
2021-05-11,42.03333333333334,13351.26953125
2021-05-12,26.766666666666666,13001.6298828125
2021-05-13,34.433333333333344,13109.150390625
2021-05-14,35.99999999999999,13393.1201171875
2021-05-17,36.36666666666667,13312.91015625
2021-05-18,34.03333333333334,13217.6796875
2021-05-19,32.333333333333336,13237.91015625
2021-05-20,32.300000000000004,13494.08984375
2021-05-21,29.433333333333337,13411.740234375
2021-05-24,29.5,13641.75
2021-05-25,26.66666666666667,13657.73046875
2021-05-26,28.133333333333336,13702.740234375
2021-05-27,30.3,13657.849609375
2021-05-28,31.566666666666663,13686.509765625
2021-06-01,35.4,13654.58984375
2021-06-02,42.13333333333333,13675.7900390625
2021-06-03,40.8,13529.6796875
2021-06-04,41.9,13770.76953125
2021-06-07,44.46666666666667,13802.8896484375
2021-06-08,46.46666666666667,13810.8603515625
2021-06-09,48.53333333333333,13814.9404296875
2021-06-10,48.9,13960.349609375
2021-06-11,51.23333333333334,13998.2998046875
2021-06-14,54.166666666666664,14128.2001953125
2021-06-15,52.666666666666664,14030.41015625
2021-06-16,44.8,13983.009765625
2021-06-17,42.03333333333334,14163.8095703125
2021-06-18,31.600000000000005,14049.580078125
2021-06-21,32.46666666666666,14137.23046875
2021-06-22,32.800000000000004,14270.419921875
2021-06-23,33.26666666666667,14274.240234375
2021-06-24,36.9,14365.9599609375
2021-06-25,41.63333333333333,14345.1796875
2021-06-28,41.43333333333334,14524.98046875
2021-06-29,39.833333333333336,14572.75
2021-06-30,38.00000000000001,14554.7998046875
2021-07-01,38.666666666666664,14560.0498046875
2021-07-02,38.66666666666667,14727.6298828125
2021-07-06,33.300000000000004,14786.3603515625
2021-07-07,33.1,14810.5400390625
2021-07-08,26.96666666666667,14722.1396484375
2021-07-09,31.000000000000004,14826.08984375
2021-07-12,31.7,14877.8896484375
2021-07-13,31.266666666666666,14874.5400390625
2021-07-14,29.533333333333335,14900.4404296875
2021-07-15,27.33333333333334,14794.6904296875
2021-07-16,26.9,14681.3798828125
2021-07-19,8.983333333333334,14549.08984375
2021-07-20,20.066666666666663,14728.2099609375
2021-07-21,24.2,14842.6298828125
2021-07-22,24.333333333333332,14940.169921875
2021-07-23,28.299999999999997,15111.7900390625
2021-07-26,30.9,15125.9501953125
2021-07-27,27.166666666666668,14956.9697265625
2021-07-28,27.46666666666667,15018.099609375
2021-07-29,29.233333333333334,15048.3603515625
2021-07-30,25.76666666666667,14959.900390625
2021-08-02,25.1,14963.6201171875
2021-08-03,29.533333333333335,15061.419921875
2021-08-04,28.633333333333336,15083.3896484375
2021-08-05,29.633333333333336,15181.6396484375
2021-08-06,31.866666666666664,15109.3603515625
2021-08-09,32.06666666666667,15133.1103515625
2021-08-10,34.833333333333336,15053.580078125
2021-08-11,37.93333333333334,15027.759765625
2021-08-12,43.13333333333333,15088.98046875
2021-08-13,47.13333333333333,15136.6796875
2021-08-16,44.866666666666674,15140.76953125
2021-08-17,31.7,15002.830078125
2021-08-18,18.2,14857.919921875
2021-08-19,14.883333333333336,14933.9404296875
2021-08-20,23.86666666666667,15092.5703125
2021-08-23,30.433333333333337,15312.8203125
2021-08-24,34.4,15357.6796875
2021-08-25,36.03333333333333,15368.919921875
2021-08-26,36.833333333333336,15278.51953125
2021-08-27,47.46666666666667,15432.9501953125
2021-08-30,47.86666666666667,15605.08984375
2021-08-31,47.23333333333333,15582.509765625
2021-09-01,43.13333333333333,15611.5703125
2021-09-02,44.166666666666664,15604.25
2021-09-03,44.06666666666666,15652.8603515625
2021-09-07,41.7,15675.759765625
2021-09-08,38.56666666666667,15620.849609375
2021-09-09,33.800000000000004,15561.0498046875
2021-09-10,20.600000000000005,15440.75
2021-09-13,28.266666666666666,15434.5
2021-09-14,24.8,15382.900390625
2021-09-15,31.200000000000003,15503.5302734375
2021-09-16,31.500000000000004,15515.91015625
2021-09-17,17.933333333333337,15333.4697265625
2021-09-20,11.1,15012.1904296875
2021-09-21,11.449999999999998,15027.76953125
2021-09-22,20.033333333333335,15176.509765625
2021-09-23,24.5,15316.580078125
2021-09-24,23.83333333333334,15329.6796875
2021-09-27,24.766666666666666,15204.8203125
2021-09-28,12.466666666666669,14770.2998046875
2021-09-29,12.483333333333334,14752.8896484375
2021-09-30,9.966666666666669,14689.6201171875
2021-10-01,18.333333333333332,14791.8701171875
2021-10-04,9.500000000000002,14472.1201171875
2021-10-05,18.766666666666666,14674.150390625
2021-10-06,20.066666666666663,14766.75
2021-10-07,24.600000000000005,14897.1298828125
2021-10-08,25.26666666666667,14820.75
2021-10-11,25.9,14713.73046875
2021-10-12,22.7,14662.1103515625
2021-10-13,24.100000000000005,14774.599609375
2021-10-14,31.833333333333332,15052.419921875
2021-10-15,43.63333333333333,15146.919921875
2021-10-18,46.56666666666666,15300.8896484375
2021-10-19,53.400000000000006,15410.7197265625
2021-10-20,56.56666666666667,15388.7099609375
2021-10-21,60.2,15489.58984375
2021-10-22,59.5,15355.0703125
2021-10-25,62.96666666666667,15514.1904296875
2021-10-26,63.03333333333334,15559.490234375
2021-10-27,58.333333333333336,15598.3896484375
2021-10-28,64.4,15778.16015625
2021-10-29,65.43333333333334,15850.4697265625
2021-11-01,66.13333333333334,15905.2802734375
2021-11-02,68.26666666666667,15972.490234375
2021-11-03,72.2,16144.5
2021-11-04,72.43333333333334,16346.240234375
2021-11-05,73.60000000000001,16359.3798828125
2021-11-08,74.53333333333335,16336.0302734375
2021-11-09,77.17142857142858,16219.9404296875
2021-11-10,73.08571428571429,15985.5703125
2021-11-11,72.22857142857143,16032.4697265625
2021-11-12,74.0,16199.8896484375
2021-11-15,71.62857142857145,16189.1201171875
2021-11-16,72.48571428571428,16309.76953125
2021-11-17,69.2,16308.0703125
2021-11-18,70.14285714285715,16482.970703125
2021-11-19,62.77142857142859,16573.33984375
2021-11-22,60.0,16380.98046875
2021-11-23,60.371428571428574,16306.7197265625
2021-11-24,56.94285714285714,16367.8095703125
2021-11-26,31.25714285714286,16025.580078125
2021-11-29,38.114285714285714,16399.240234375
2021-11-30,24.771428571428572,16135.919921875
2021-12-01,25.357142857142858,15877.7197265625
2021-12-02,22.928571428571427,15990.759765625
2021-12-03,20.157142857142865,15712.0400390625
2021-12-06,21.25714285714286,15846.16015625
2021-12-07,37.88571428571429,16325.66015625
2021-12-08,41.31428571428573,16394.33984375
2021-12-09,36.85714285714287,16149.5703125
2021-12-10,42.0,16331.98046875
2021-12-13,35.4,16082.5498046875
2021-12-14,31.542857142857144,15914.900390625
2021-12-15,37.8,16289.58984375
2021-12-16,33.57142857142858,15863.9404296875
2021-12-17,32.51428571428572,15801.4599609375
2021-12-20,29.428571428571427,15627.6396484375
2021-12-21,34.028571428571425,15986.2802734375
2021-12-22,39.542857142857144,16180.1396484375
2021-12-23,50.48571428571428,16308.2099609375
2021-12-27,56.39999999999999,16567.5
2021-12-28,62.971428571428575,16488.66015625
2021-12-29,64.02857142857144,16491.009765625
2021-12-30,63.97142857142858,16429.099609375
2021-12-31,62.54285714285715,16320.080078125
2022-01-03,65.22857142857144,16501.76953125
2022-01-04,64.25714285714285,16279.73046875
2022-01-05,51.02857142857143,15771.7802734375
2022-01-06,52.142857142857146,15765.3603515625
2022-01-07,49.25714285714287,15592.1904296875
2022-01-10,51.142857142857146,15614.4296875
2022-01-11,56.114285714285714,15844.1201171875
2022-01-12,55.94285714285714,15905.099609375
2022-01-13,52.17142857142857,15495.6201171875
2022-01-14,55.8,15611.58984375
2022-01-18,53.714285714285715,15210.759765625
2022-01-19,44.82857142857143,15047.83984375
2022-01-20,39.142857142857146,14846.4599609375
2022-01-21,26.728571428571428,14438.400390625
2022-01-24,23.128571428571433,14509.580078125
2022-01-25,20.88571428571429,14149.1201171875
2022-01-26,19.514285714285716,14172.759765625
2022-01-27,18.6,14003.1103515625
2022-01-28,23.857142857142858,14454.6103515625
2022-01-31,29.200000000000006,14930.0498046875
2022-02-01,30.800000000000004,15019.6796875
2022-02-02,28.800000000000004,15139.740234375
2022-02-03,26.057142857142857,14501.1103515625
2022-02-04,27.6,14694.349609375
2022-02-07,27.914285714285715,14571.25
2022-02-08,28.942857142857143,14747.0302734375
2022-02-09,32.65714285714286,15056.9599609375
2022-02-10,33.6,14705.6396484375
2022-02-11,28.48571428571429,14253.83984375
2022-02-14,25.685714285714287,14268.58984375
2022-02-15,29.97142857142857,14620.8203125
2022-02-16,32.08571428571428,14603.6396484375
2022-02-17,32.457142857142856,14171.740234375
2022-02-18,29.514285714285716,14009.5400390625
2022-02-22,28.771428571428572,13870.5302734375
2022-02-23,18.814285714285713,13509.4296875
2022-02-24,21.228571428571428,13974.669921875
2022-02-25,28.142857142857142,14189.16015625
2022-02-28,25.47142857142857,14237.8095703125
2022-03-01,22.97142857142857,14005.990234375
2022-03-02,17.82857142857143,14243.6904296875
2022-03-03,21.72857142857143,14035.2099609375
2022-03-04,18.17142857142857,13837.830078125
2022-03-07,16.9,13319.3798828125
2022-03-08,16.67142857142857,13267.6103515625
2022-03-09,18.028571428571432,13742.2001953125
2022-03-10,17.95714285714286,13591.0
2022-03-11,19.057142857142857,13301.830078125
2022-03-14,17.5,13046.6396484375
2022-03-15,21.857142857142858,13458.5595703125
2022-03-16,25.25714285714286,13956.7900390625
2022-03-17,33.62857142857143,14118.599609375
2022-03-18,38.42857142857143,14420.080078125
2022-03-21,40.971428571428575,14376.08984375
2022-03-22,44.542857142857144,14654.330078125
2022-03-23,45.2,14447.5498046875
2022-03-24,46.91428571428571,14765.6904296875
2022-03-25,49.371428571428574,14754.3095703125
2022-03-28,51.25714285714286,14987.400390625
2022-03-29,52.714285714285715,15239.3203125
2022-03-30,52.8,15071.5498046875
2022-03-31,59.2,14838.490234375
2022-04-01,59.8,14861.2099609375
2022-04-04,61.65714285714286,15159.580078125
2022-04-05,47.91428571428571,14820.6396484375
2022-04-06,46.4,14498.8896484375
2022-04-07,46.82857142857142,14531.8095703125
2022-04-08,46.08571428571429,14327.259765625
2022-04-11,43.4,13990.2099609375
2022-04-12,42.05714285714286,13940.240234375
2022-04-13,41.8,14217.2900390625
2022-04-14,39.857142857142854,13893.2099609375
2022-04-18,37.6,13910.759765625
2022-04-19,39.628571428571426,14210.259765625
2022-04-20,43.31428571428571,13998.5302734375
2022-04-21,38.94285714285714,13720.4501953125
2022-04-22,31.62857142857143,13356.8701171875
2022-04-25,29.97142857142857,13533.2197265625
2022-04-26,17.900000000000002,13009.7099609375
2022-04-27,16.271428571428572,13003.3603515625
2022-04-28,24.25714285714286,13456.0595703125
2022-04-29,14.328571428571427,12854.7998046875
2022-05-02,13.27142857142857,13075.849609375
2022-05-03,30.485714285714288,13089.900390625
2022-05-04,22.4,13535.7099609375
2022-05-05,13.128571428571432,12850.5498046875
2022-05-06,12.242857142857146,12693.5302734375
2022-05-09,8.185714285714285,12187.7197265625
2022-05-10,7.4,12345.8603515625
2022-05-11,4.028571428571429,11967.5595703125
2022-05-12,3.2,11945.5
2022-05-13,11.285714285714286,12387.400390625
2022-05-16,11.742857142857144,12243.580078125
2022-05-17,15.2,12564.099609375
2022-05-18,6.6000000000000005,11928.3095703125
2022-05-19,13.714285714285714,11875.6298828125
2022-05-20,12.657142857142858,11835.6201171875
2022-05-23,17.885714285714283,12034.2802734375
2022-05-24,16.0,11769.83984375
2022-05-25,17.571428571428573,11943.9296875
2022-05-26,24.114285714285717,12276.7900390625
2022-05-27,29.542857142857144,12681.419921875
2022-05-31,40.057142857142864,12642.099609375
2022-06-01,40.60000000000001,12548.3603515625
2022-06-02,44.82857142857143,12892.8896484375
2022-06-03,35.45714285714286,12548.0302734375
2022-06-06,42.8,12599.6298828125
2022-06-07,45.62857142857143,12711.6796875
2022-06-08,48.11428571428571,12615.1298828125
2022-06-09,47.05714285714286,12269.7802734375
2022-06-10,40.00000000000001,11832.8203125
2022-06-13,25.085714285714293,11288.3203125
2022-06-14,20.528571428571432,11311.6904296875
2022-06-15,29.25714285714286,11593.76953125
2022-06-16,17.700000000000003,11127.5703125
2022-06-17,16.92857142857143,11265.990234375
2022-06-21,19.728571428571428,11546.759765625
2022-06-22,26.885714285714283,11527.7099609375
2022-06-23,26.742857142857144,11697.6796875
2022-06-24,30.85714285714286,12105.849609375
2022-06-27,30.771428571428572,12008.240234375
2022-06-28,28.142857142857142,11637.76953125
2022-06-29,26.542857142857144,11658.259765625
2022-06-30,24.371428571428577,11503.7197265625
2022-07-01,24.571428571428573,11585.6796875
2022-07-05,22.171428571428574,11779.900390625
2022-07-06,22.828571428571426,11852.58984375
2022-07-07,27.6,12109.0498046875
2022-07-08,31.342857142857145,12125.6904296875
2022-07-11,30.37142857142857,11860.2802734375
2022-07-12,30.314285714285713,11744.990234375
2022-07-13,27.28571428571428,11728.5302734375
2022-07-14,26.514285714285716,11768.400390625
2022-07-15,33.285714285714285,11983.6201171875
2022-07-18,35.885714285714286,11877.5
2022-07-19,39.31428571428571,12249.419921875
2022-07-20,44.08571428571429,12439.6796875
2022-07-21,48.2,12619.41015625
2022-07-22,42.42857142857143,12396.4697265625
2022-07-25,42.2,12328.41015625
2022-07-26,42.0,12086.900390625
2022-07-27,46.628571428571426,12601.4697265625
2022-07-28,48.48571428571429,12717.8701171875
2022-07-29,52.4,12947.9697265625
2022-08-01,59.08571428571429,12940.7802734375
2022-08-02,57.371428571428574,12901.599609375
